country_region,date,confirmed_sum,recovered_sum,deaths_sum,New Case
Kenya,2020-07-06,8067,2414,164,181
"Korea, South",2020-07-06,13181,11914,285,44
Kosovo,2020-07-06,3508,1902,75,152
Kuwait,2020-07-06,50644,41001,373,703
Kyrgyzstan,2020-07-06,8141,2916,99,764
Laos,2020-07-06,19,19,0,0
Latvia,2020-07-06,1127,1000,30,3
Lebanon,2020-07-06,1885,1311,36,12
Lesotho,2020-07-06,91,11,0,12
Liberia,2020-07-06,891,377,39,17
Libya,2020-07-06,1117,269,34,71
Liechtenstein,2020-07-06,84,81,1,1
Lithuania,2020-07-06,1841,1547,79,5
Luxembourg,2020-07-06,4542,4016,110,20
Madagascar,2020-07-06,3250,1135,33,309
Malawi,2020-07-06,1742,317,19,129
Malaysia,2020-07-06,8668,8476,121,5
Maldives,2020-07-06,2491,2113,12,23
Mali,2020-07-06,2331,1547,119,1
Malta,2020-07-06,672,652,9,0
Mauritania,2020-07-06,4948,1896,133,69
Mauritius,2020-07-06,342,330,10,1
Mexico,2020-07-06,261750,204826,31119,4902
Moldova,2020-07-06,17906,11047,592,92
Monaco,2020-07-06,108,95,4,0
Mongolia,2020-07-06,225,194,0,5
Montenegro,2020-07-06,841,315,14,60
Morocco,2020-07-06,14379,10173,237,164
Mozambique,2020-07-06,1012,0,8,25
Namibia,2020-07-06,485,25,0,73
Nepal,2020-07-06,15964,6811,35,180
Netherlands,2020-07-06,50870,187,6147,36
New Zealand,2020-07-06,1536,1492,22,2
Nicaragua,2020-07-06,2519,1238,83,0
Niger,2020-07-06,1093,968,68,5
Nigeria,2020-07-06,29286,11828,654,575
North Macedonia,2020-07-06,7124,3199,346,78
Norway,2020-07-06,8936,8138,251,6
Oman,2020-07-06,47735,29146,218,1557
Pakistan,2020-07-06,234509,134957,4839,2691
Panama,2020-07-06,39334,18036,770,1185
Papua New Guinea,2020-07-06,11,8,0,0
Paraguay,2020-07-06,2456,1180,20,29
Peru,2020-07-06,305703,197619,10772,2985
Philippines,2020-07-06,46333,12185,1303,2079
Poland,2020-07-06,36155,23966,1521,205
Portugal,2020-07-06,44129,29166,1620,232
Qatar,2020-07-06,100345,93898,133,546
Romania,2020-07-06,29223,20213,1768,250
Russia,2020-07-06,686852,453570,10280,6569
Rwanda,2020-07-06,1113,575,3,8
Saint Kitts and Nevis,2020-07-06,16,15,0,0
Saint Lucia,2020-07-06,22,19,0,0
Saint Vincent and the Grenadines,2020-07-06,29,29,0,0
San Marino,2020-07-06,698,656,42,0
Sao Tome and Principe,2020-07-06,721,269,13,1
Saudi Arabia,2020-07-06,213716,149634,1968,4207
Senegal,2020-07-06,7478,4870,136,78
Serbia,2020-07-06,16420,13366,317,289
Seychelles,2020-07-06,81,11,0,0
Sierra Leone,2020-07-06,1547,1086,62,5
Singapore,2020-07-06,44983,40717,26,183
Slovakia,2020-07-06,1765,1466,28,1
Slovenia,2020-07-06,1716,1384,111,16
Somalia,2020-07-06,3006,1051,92,9
South Africa,2020-07-06,205721,97848,3310,8971
South Sudan,2020-07-06,2021,333,38,0
Spain,2020-07-06,251789,150376,28388,1244
Sri Lanka,2020-07-06,2077,1917,11,1
Sudan,2020-07-06,9894,4899,616,127
Suriname,2020-07-06,614,315,14,20
Sweden,2020-07-06,73061,0,5433,1642
Switzerland,2020-07-06,32315,29300,1965,47
Syria,2020-07-06,372,0,14,14
Taiwan*,2020-07-06,449,438,7,0
Tajikistan,2020-07-06,6262,4914,53,49
Tanzania,2020-07-06,509,183,21,0
Thailand,2020-07-06,3195,3072,58,5
Timor-Leste,2020-07-06,24,0,0,0
Togo,2020-07-06,680,450,15,0
Trinidad and Tobago,2020-07-06,133,117,8,0
Tunisia,2020-07-06,1199,1049,50,11
Turkey,2020-07-06,206844,182995,5241,1086
Uganda,2020-07-06,953,892,0,14
Ukraine,2020-07-06,50053,22462,1278,585
United Arab Emirates,2020-07-06,52068,40721,324,528
United Kingdom,2020-07-06,287290,1375,44321,359
Uruguay,2020-07-06,960,858,29,4
USA,2020-07-06,2936077,924148,130285,44953
Uzbekistan,2020-07-06,10362,6628,37,342
Venezuela,2020-07-06,7411,2100,68,242
Vietnam,2020-07-06,369,341,0,14
West Bank and Gaza,2020-07-06,4341,491,17,64
Western Sahara,2020-07-06,10,8,1,0
Yemen,2020-07-06,1284,575,345,19
Zambia,2020-07-06,1632,1348,30,0
Zimbabwe,2020-07-06,734,197,9,18
