date,status,cases
2020-04-22,Recovered,691253
2020-04-23,Confirmed,2719198
2020-04-23,Deaths,194743
2020-04-23,Recovered,719300
2020-04-24,Confirmed,2806138
2020-04-24,Deaths,201417
2020-04-24,Recovered,768720
2020-04-25,Confirmed,2890259
2020-04-25,Deaths,206995
2020-04-25,Recovered,795515
2020-04-26,Confirmed,2963206
2020-04-26,Deaths,210878
2020-04-26,Recovered,823064
2020-04-27,Confirmed,3031819
2020-04-27,Deaths,215525
2020-04-27,Recovered,849177
2020-04-28,Confirmed,3107209
2020-04-28,Deaths,221990
2020-04-28,Recovered,881239
2020-04-29,Confirmed,3184143
2020-04-29,Deaths,228753
2020-04-29,Recovered,922129
2020-04-30,Confirmed,3267936
2020-04-30,Deaths,234720
2020-04-30,Recovered,985786
2020-05-01,Confirmed,3354984
2020-05-01,Deaths,239897
2020-05-01,Recovered,1022613
2020-05-02,Confirmed,3435571
2020-05-02,Deaths,245222
2020-05-02,Recovered,1062365
2020-05-03,Confirmed,3513207
2020-05-03,Deaths,248675
2020-05-03,Recovered,1093454
2020-05-04,Confirmed,3589284
2020-05-04,Deaths,252803
2020-05-04,Recovered,1126183
2020-05-05,Confirmed,3669273
2020-05-05,Deaths,258674
2020-05-05,Recovered,1161613
2020-05-06,Confirmed,3759295
2020-05-06,Deaths,265343
2020-05-06,Recovered,1206104
2020-05-07,Confirmed,3848381
2020-05-07,Deaths,270752
2020-05-07,Recovered,1244353
2020-05-08,Confirmed,3939898
2020-05-08,Deaths,276320
2020-05-08,Recovered,1279849
2020-05-09,Confirmed,4023533
2020-05-09,Deaths,280585
2020-05-09,Recovered,1332098
2020-05-10,Confirmed,4099779
2020-05-10,Deaths,284151
2020-05-10,Recovered,1364585
2020-05-11,Confirmed,4176020
2020-05-11,Deaths,287624
2020-05-11,Recovered,1410385
2020-05-12,Confirmed,4259383
2020-05-12,Deaths,293168
2020-05-12,Recovered,1446194
2020-05-13,Confirmed,4344371
2020-05-13,Deaths,298399
2020-05-13,Recovered,1500736
2020-05-14,Confirmed,4441476
2020-05-14,Deaths,303667
2020-05-14,Recovered,1539338
2020-05-15,Confirmed,4537825
2020-05-15,Deaths,308882
2020-05-15,Recovered,1586352
2020-05-16,Confirmed,4629638
2020-05-16,Deaths,313053
2020-05-16,Recovered,1641977
2020-05-17,Confirmed,4708147
2020-05-17,Deaths,316382
2020-05-17,Recovered,1682090
2020-05-18,Confirmed,4796431
2020-05-18,Deaths,319673
2020-05-18,Recovered,1734121
2020-05-19,Confirmed,4892855
2020-05-19,Deaths,324457
2020-05-19,Recovered,1785383
2020-05-20,Confirmed,4995697
2020-05-20,Deaths,329337
2020-05-20,Recovered,1843433
2020-05-21,Confirmed,5102217
2020-05-21,Deaths,334128
2020-05-21,Recovered,1893451
2020-05-22,Confirmed,5209117
2020-05-22,Deaths,339412
2020-05-22,Recovered,2001111
2020-05-23,Confirmed,5308100
2020-05-23,Deaths,343401
2020-05-23,Recovered,2055353
2020-05-24,Confirmed,5403426
2020-05-24,Deaths,346541
2020-05-24,Recovered,2110029
2020-05-25,Confirmed,5490389
2020-05-25,Deaths,347719
2020-05-25,Recovered,2172974
2020-05-26,Confirmed,5582911
2020-05-26,Deaths,351922
2020-05-26,Recovered,2227268
2020-05-27,Confirmed,5685511
2020-05-27,Deaths,357135
2020-05-27,Recovered,2289661
2020-05-28,Confirmed,5803600
2020-05-28,Deaths,361847
2020-05-28,Recovered,2355704
2020-05-29,Confirmed,5924710
2020-05-29,Deaths,366580
2020-05-29,Recovered,2430715
2020-05-30,Confirmed,6053136
2020-05-30,Deaths,370730
2020-05-30,Recovered,2500281
2020-05-31,Confirmed,6160245
2020-05-31,Deaths,373599
2020-05-31,Recovered,2575877
2020-06-01,Confirmed,6256496
2020-06-01,Deaths,376684
2020-06-01,Recovered,2629743
2020-06-02,Confirmed,6377175
2020-06-02,Deaths,381518
2020-06-02,Recovered,2733136
2020-06-03,Confirmed,6496384
2020-06-03,Deaths,387097
2020-06-03,Recovered,2811418
2020-06-04,Confirmed,6623086
2020-06-04,Deaths,392246
2020-06-04,Recovered,2880675
2020-06-05,Confirmed,6755727
2020-06-05,Deaths,397069
2020-06-05,Recovered,2947990
2020-06-06,Confirmed,6881533
2020-06-06,Deaths,400890
2020-06-06,Recovered,3019151
2020-06-07,Confirmed,6993973
2020-06-07,Deaths,403639
2020-06-07,Recovered,3073501
2020-06-08,Confirmed,7097413
2020-06-08,Deaths,407395
2020-06-08,Recovered,3224307
2020-06-09,Confirmed,7220396
2020-06-09,Deaths,412253
2020-06-09,Recovered,3305682
2020-06-10,Confirmed,7354176
2020-06-10,Deaths,417463
2020-06-10,Recovered,3383615
2020-06-11,Confirmed,7492364
2020-06-11,Deaths,422248
2020-06-11,Recovered,3468527
2020-06-12,Confirmed,7621346
2020-06-12,Deaths,426545
2020-06-12,Recovered,3547290
2020-06-13,Confirmed,7755445
2020-06-13,Deaths,430797
2020-06-13,Recovered,3632401
2020-06-14,Confirmed,7888575
2020-06-14,Deaths,434143
2020-06-14,Recovered,3702352
2020-06-15,Confirmed,8010360
2020-06-15,Deaths,437647
2020-06-15,Recovered,3780947
2020-06-16,Confirmed,8149939
2020-06-16,Deaths,444439
2020-06-16,Recovered,3878280
2020-06-17,Confirmed,8325831
2020-06-17,Deaths,449710
2020-06-17,Recovered,3995644
2020-06-18,Confirmed,8464706
2020-06-18,Deaths,454721
2020-06-18,Recovered,4076229
2020-06-19,Confirmed,8645640
2020-06-19,Deaths,460990
2020-06-19,Recovered,4168688
2020-06-20,Confirmed,8803905
2020-06-20,Deaths,465260
2020-06-20,Recovered,4283842
2020-06-21,Confirmed,8934808
2020-06-21,Deaths,469317
2020-06-21,Recovered,4352081
2020-06-22,Confirmed,9072667
2020-06-22,Deaths,472888
2020-06-22,Recovered,4443245
2020-06-23,Confirmed,9238013
2020-06-23,Deaths,478203
2020-06-23,Recovered,4546801
2020-06-24,Confirmed,9405649
2020-06-24,Deaths,483377
2020-06-24,Recovered,4659757
2020-06-25,Confirmed,9583608
2020-06-25,Deaths,489928
2020-06-25,Recovered,4752159
2020-06-26,Confirmed,9774609
2020-06-26,Deaths,494773
2020-06-26,Recovered,4858453
2020-06-27,Confirmed,9952423
2020-06-27,Deaths,499291
2020-06-27,Recovered,4964476
2020-06-28,Confirmed,10117641
2020-06-28,Deaths,502450
2020-06-28,Recovered,5053239
2020-06-29,Confirmed,10273510
2020-06-29,Deaths,506076
2020-06-29,Recovered,5147101
2020-06-30,Confirmed,10447879
2020-06-30,Deaths,511268
2020-06-30,Recovered,5264040
2020-07-01,Confirmed,10664230
2020-07-01,Deaths,516255
2020-07-01,Recovered,5379645
2020-07-02,Confirmed,10872003
2020-07-02,Deaths,521366
2020-07-02,Recovered,5664013
2020-07-03,Confirmed,11076238
2020-07-03,Deaths,526426
2020-07-03,Recovered,5773456
2020-07-04,Confirmed,11269327
2020-07-04,Deaths,530780
2020-07-04,Recovered,5968887
2020-07-05,Confirmed,11452196
2020-07-05,Deaths,534280
2020-07-05,Recovered,6088048
2020-07-06,Confirmed,11620096
2020-07-06,Deaths,538058
2020-07-06,Recovered,6211269
2020-07-07,Confirmed,11829602
2020-07-07,Deaths,544163
2020-07-07,Recovered,6354557
2020-07-08,Confirmed,12041480
2020-07-08,Deaths,549468
2020-07-08,Recovered,6511962
2020-07-09,Confirmed,12268518
2020-07-09,Deaths,554924
2020-07-09,Recovered,6646068
2020-07-10,Confirmed,12498467
2020-07-10,Deaths,560209
2020-07-10,Recovered,6785010
2020-07-11,Confirmed,12717908
2020-07-11,Deaths,565138
2020-07-11,Recovered,6910043
2020-07-12,Confirmed,12910357
2020-07-12,Deaths,569128
2020-07-12,Recovered,7021496
2020-07-13,Confirmed,13104391
2020-07-13,Deaths,573003
2020-07-13,Recovered,7161340
2020-07-14,Confirmed,13323530
2020-07-14,Deaths,578628
2020-07-14,Recovered,7302874
