date,confirmed_sum,deaths_sum,recovered_sum,New Case
2020-05-21,5102216,334077,1891153,106520
2020-05-22,5209116,339354,1998178,106900
2020-05-23,5308099,343342,2052272,98983
2020-05-24,5403425,346159,2106847,95326
2020-05-25,5490388,347336,2169687,86963
2020-05-26,5582910,351537,2223945,92522
2020-05-27,5685510,356719,2286163,102600
2020-05-28,5803599,361392,2352086,118089
2020-05-29,5924709,366076,2426983,121110
2020-05-30,6053134,370211,2496423,128425
2020-05-31,6160243,373078,2571859,107109
2020-06-01,6256493,376608,2625609,96250
2020-06-02,6369046,381307,2728847,112553
2020-06-03,6496381,387013,2806976,127335
2020-06-04,6623083,392161,2876160,126702
2020-06-05,6755724,396983,2943368,132641
2020-06-06,6881530,400801,3014407,125806
2020-06-07,6993970,403550,3068639,112440
2020-06-08,7097409,407306,3219303,103439
2020-06-09,7220392,412161,3300610,122983
2020-06-10,7354172,417366,3378394,133780
2020-06-11,7492360,422150,3463116,138188
2020-06-12,7621346,426445,3541744,128986
2020-06-13,7755445,430695,3626678,134099
2020-06-14,7888575,434041,3696463,133130
2020-06-15,8010360,437545,3774901,121785
2020-06-16,8149939,444334,3872072,139579
2020-06-17,8325831,449605,3989125,175892
2020-06-18,8464706,454614,4069594,138875
2020-06-19,8645640,460883,4161940,180934
2020-06-20,8803904,465151,4276952,158264
2020-06-21,8934807,469208,4345024,130903
2020-06-22,9072666,472779,4436109,137859
2020-06-23,9238013,478203,4539526,165347
2020-06-24,9405649,483377,4652314,167636
2020-06-25,9583608,489928,4744606,177959
2020-06-26,9774609,494773,4850816,191001
2020-06-27,9952423,499291,4956757,177814
2020-06-28,10117641,502450,5045396,165218
2020-06-29,10273510,506076,5139184,155869
2020-06-30,10447879,511268,5256007,174369
2020-07-01,10664168,516253,5371410,216289
2020-07-02,10871926,521361,5655686,207758
2020-07-03,11076086,526419,5765100,204160
2020-07-04,11269114,530767,5960403,193028
2020-07-05,11452196,534280,6079489,183082
2020-07-06,11620096,538058,6202607,167900
2020-07-07,11829602,544163,6345816,209506
2020-07-08,12041480,549468,6503131,211878
