date,state,fips,measure,data_quality_grade,positive tests,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,pos_test_7da
2020-06-17,NY,36,positive,A,385142,17,105,2020,25,2020-06-14,Jun,6,2020-06-01,385224.71428571426
2020-06-17,OH,39,positive,B,42422,17,104,2020,25,2020-06-14,Jun,6,2020-06-01,42610.142857142855
2020-06-17,OK,40,positive,A+,8904,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,9042
2020-06-17,OR,41,positive,A+,6218,17,105,2020,25,2020-06-14,Jun,6,2020-06-01,6145.285714285715
2020-06-17,PA,42,positive,A+,79818,17,103,2020,25,2020-06-14,Jun,6,2020-06-01,79926.28571428571
2020-06-17,RI,44,positive,A+,16213,17,108,2020,25,2020-06-14,Jun,6,2020-06-01,16194.285714285714
2020-06-17,SC,45,positive,A,20556,17,105,2020,25,2020-06-14,Jun,6,2020-06-01,20954.85714285714
2020-06-17,SD,46,positive,B,6050,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,6047.714285714285
2020-06-17,TN,47,positive,B,32143,17,104,2020,25,2020-06-14,Jun,6,2020-06-01,32408.14285714286
2020-06-17,TX,48,positive,B,96335,17,105,2020,25,2020-06-14,Jun,6,2020-06-01,96770.57142857143
2020-06-17,UT,49,positive,A,15344,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,15504.857142857143
2020-06-17,VA,51,positive,A+,55775,17,104,2020,25,2020-06-14,Jun,6,2020-06-01,55853.142857142855
2020-06-17,VT,50,positive,B,1130,17,103,2020,25,2020-06-14,Jun,6,2020-06-01,1134.5714285714287
2020-06-17,WA,53,positive,B,28255,17,147,2020,25,2020-06-14,Jun,6,2020-06-01,28098.428571428572
2020-06-17,WI,55,positive,A+,26129,17,105,2020,25,2020-06-14,Jun,6,2020-06-01,26241.14285714286
2020-06-17,WV,54,positive,B,2376,17,103,2020,25,2020-06-14,Jun,6,2020-06-01,2377.5714285714284
2020-06-17,WY,56,positive,C,1114,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,1117
2020-06-16,AK,02,positive,A,676,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,683
2020-06-16,AL,01,positive,B,26912,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,26845.714285714286
2020-06-16,AR,05,positive,A,13191,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,13188.714285714286
2020-06-16,AZ,04,positive,A+,39097,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,39572.42857142857
2020-06-16,CA,06,positive,B,153560,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,154720
2020-06-16,CO,08,positive,A,29299,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,29326.285714285714
2020-06-16,CT,09,positive,B,45349,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,45298.857142857145
2020-06-16,DC,11,positive,A+,9818,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,9827.857142857143
2020-06-16,DE,10,positive,A,10403,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,10398.57142857143
2020-06-16,FL,12,positive,A,80109,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,80706.85714285714
2020-06-16,GA,13,positive,A,59078,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,59275
2020-06-16,HI,15,positive,D,736,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,734.1428571428571
2020-06-16,IA,19,positive,A+,24179,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,24352.14285714286
2020-06-16,ID,16,positive,A,3462,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,3504
2020-06-16,IL,17,positive,A,134500,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,134524
2020-06-16,IN,18,positive,A+,40786,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,40695
2020-06-16,KS,20,positive,A,11419,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,11479
2020-06-16,KY,21,positive,B,12829,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,12858.857142857143
2020-06-16,LA,22,positive,B,47706,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,47651.857142857145
2020-06-16,MA,25,positive,A+,105885,16,96,2020,24,2020-06-14,Jun,6,2020-06-01,105970.85714285714
2020-06-16,MD,24,positive,B,62409,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,62456.142857142855
2020-06-16,ME,23,positive,B,2819,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,2829.4285714285716
2020-06-16,MI,26,positive,A+,66269,16,107,2020,24,2020-06-14,Jun,6,2020-06-01,66376.57142857143
2020-06-16,MN,27,positive,A,30882,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,31073.285714285714
2020-06-16,MO,29,positive,B,16414,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,16422.428571428572
2020-06-16,MS,28,positive,A,20152,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,20105.428571428572
2020-06-16,MT,30,positive,C,614,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,623.2857142857143
2020-06-16,NC,37,positive,A,45853,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,46090.42857142857
2020-06-16,ND,38,positive,D,3124,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,3135.4285714285716
2020-06-16,NE,31,positive,D,16851,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,16913.428571428572
2020-06-16,NH,33,positive,B,5345,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,5355.714285714285
2020-06-16,NJ,34,positive,A+,167426,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,167474.42857142858
2020-06-16,NM,35,positive,C,9845,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,9838
2020-06-16,NV,32,positive,A+,11658,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,11637.142857142857
2020-06-16,NY,36,positive,A,384575,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,384561.5714285714
2020-06-16,OH,39,positive,B,42010,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,42122.42857142857
2020-06-16,OK,40,positive,A+,8645,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,8761.42857142857
2020-06-16,OR,41,positive,A+,6098,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,5949.142857142857
2020-06-16,PA,42,positive,A+,79483,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,79525.71428571429
2020-06-16,RI,44,positive,A+,16164,16,107,2020,24,2020-06-14,Jun,6,2020-06-01,16138.57142857143
2020-06-16,SC,45,positive,A,19990,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,20121.85714285714
2020-06-16,SD,46,positive,B,5966,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,5991.714285714285
2020-06-16,TN,47,positive,B,31830,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,31707.428571428572
2020-06-16,TX,48,positive,B,93206,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,93667.14285714286
2020-06-16,UT,49,positive,B,14937,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,15063.857142857143
2020-06-16,VA,51,positive,A+,55331,16,103,2020,24,2020-06-14,Jun,6,2020-06-01,55342.57142857143
2020-06-16,VT,50,positive,B,1131,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,1131.4285714285713
2020-06-16,WA,53,positive,B,27925,16,146,2020,24,2020-06-14,Jun,6,2020-06-01,27856.285714285714
2020-06-16,WI,55,positive,A+,25844,16,104,2020,24,2020-06-14,Jun,6,2020-06-01,25921.571428571428
2020-06-16,WV,54,positive,B,2341,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,2345.1428571428573
2020-06-16,WY,56,positive,C,1089,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,1098.5714285714287
2020-06-15,AK,02,positive,A,664,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,669.1428571428571
2020-06-15,AL,01,positive,B,26272,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,26089.714285714286
2020-06-15,AR,05,positive,B,12917,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,12748.142857142857
2020-06-15,AZ,04,positive,A+,36705,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,37605.142857142855
2020-06-15,CA,06,positive,B,151452,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,151372.42857142858
2020-06-15,CO,08,positive,A,29130,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,29147.14285714286
2020-06-15,CT,09,positive,B,45235,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,45174.857142857145
2020-06-15,DC,11,positive,A+,9799,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,9785.285714285714
2020-06-15,DE,10,positive,A,10340,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,10336
2020-06-15,FL,12,positive,A,77326,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,78024.42857142857
2020-06-15,GA,13,positive,A,58414,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,58385.57142857143
2020-06-15,HI,15,positive,D,728,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,724.1428571428571
2020-06-15,IA,19,positive,A+,24053,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,24075.285714285714
2020-06-15,ID,16,positive,A,3399,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,3441
2020-06-15,IL,17,positive,A,133877,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,133893.85714285713
2020-06-15,IN,18,positive,A+,40430,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,40323.57142857143
2020-06-15,KS,20,positive,A,11419,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,11334.42857142857
2020-06-15,KY,21,positive,B,12647,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,12643.285714285714
2020-06-15,LA,22,positive,B,47172,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,47149
2020-06-15,MA,25,positive,A+,105690,15,95,2020,24,2020-06-14,Jun,6,2020-06-01,105743.57142857143
2020-06-15,MD,24,positive,B,62032,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,62036.857142857145
2020-06-15,ME,23,positive,B,2810,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,2802
2020-06-15,MI,26,positive,A+,66085,15,106,2020,24,2020-06-14,Jun,6,2020-06-01,66173
2020-06-15,MN,27,positive,A,30693,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,30849.285714285714
2020-06-15,MO,29,positive,B,16189,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,16191.57142857143
2020-06-15,MS,28,positive,A,19799,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,19884
2020-06-15,MT,30,positive,C,609,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,610
2020-06-15,NC,37,positive,A,45102,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,44863.142857142855
2020-06-15,ND,38,positive,F,3101,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,3105.4285714285716
2020-06-15,NE,31,positive,D,16725,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,16756.285714285714
2020-06-15,NH,33,positive,B,5345,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,5321.285714285715
2020-06-15,NJ,34,positive,A+,167103,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,167141.2857142857
2020-06-15,NM,35,positive,C,9723,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,9748.42857142857
2020-06-15,NV,32,positive,A+,11279,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,11378.857142857143
2020-06-15,NY,36,positive,A,383944,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,383869.85714285716
2020-06-15,OH,39,positive,B,41576,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,41650
2020-06-15,OK,40,positive,A+,8417,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,8496
2020-06-15,OR,41,positive,A+,5636,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,5778.428571428572
2020-06-15,PA,42,positive,A+,79121,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,79131
2020-06-15,RI,44,positive,A+,16093,15,106,2020,24,2020-06-14,Jun,6,2020-06-01,16082.857142857143
2020-06-15,SC,45,positive,A+,19378,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,19341.714285714286
2020-06-15,SD,46,positive,B,5928,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,5932.285714285715
2020-06-15,TN,47,positive,B,31160,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,31008.714285714286
2020-06-15,TX,48,positive,B,89108,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,90863.57142857143
2020-06-15,UT,49,positive,B,14608,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,14657
2020-06-15,VA,51,positive,A+,54886,15,102,2020,24,2020-06-14,Jun,6,2020-06-01,54830.857142857145
2020-06-15,VT,50,positive,B,1128,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,1127.857142857143
2020-06-15,WA,53,positive,B,27493,15,145,2020,24,2020-06-14,Jun,6,2020-06-01,27593.285714285714
2020-06-15,WI,55,positive,A+,25546,15,103,2020,24,2020-06-14,Jun,6,2020-06-01,25619
2020-06-15,WV,54,positive,B,2298,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,2316.285714285714
2020-06-15,WY,56,positive,C,1060,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,1077.7142857142858
2020-06-14,AK,02,positive,A,661,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,655.2857142857143
2020-06-14,AL,01,positive,B,25615,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,25323.85714285714
2020-06-14,AR,05,positive,A,12501,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,12303.57142857143
2020-06-14,AZ,04,positive,A+,35691,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,35865.28571428572
2020-06-14,CA,06,positive,B,148855,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,148255.57142857142
2020-06-14,CO,08,positive,A,29017,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,28979.428571428572
2020-06-14,CT,09,positive,B,45088,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,45035
2020-06-14,DC,11,positive,A+,9767,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,9740.42857142857
2020-06-14,DE,10,positive,A,10264,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,10279.857142857143
2020-06-14,FL,12,positive,A,75568,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,75616.28571428571
2020-06-14,GA,13,positive,A,57681,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,57537.142857142855
2020-06-14,HI,15,positive,D,723,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,715.7142857142857
2020-06-14,IA,19,positive,A+,23926,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,23801.571428571428
2020-06-14,ID,16,positive,A,3399,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,3387.8571428571427
2020-06-14,IL,17,positive,A,133404,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,133277.85714285713
2020-06-14,IN,18,positive,A+,39909,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,39939.28571428572
2020-06-14,KS,20,positive,A,11047,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,11210.285714285714
2020-06-14,KY,21,positive,B,12445,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,12464.42857142857
2020-06-14,LA,22,positive,B,46619,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,46554.42857142857
2020-06-14,MA,25,positive,A+,105603,14,94,2020,24,2020-06-14,Jun,6,2020-06-01,105492.85714285714
2020-06-14,MD,24,positive,B,61701,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,61603.71428571428
2020-06-14,ME,23,positive,B,2793,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,2771.8571428571427
2020-06-14,MI,26,positive,A+,66054,14,105,2020,24,2020-06-14,Jun,6,2020-06-01,65980.28571428571
2020-06-14,MN,27,positive,A,30471,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,30669.714285714286
2020-06-14,MO,29,positive,B,15810,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,15974.714285714286
2020-06-14,MS,28,positive,A,19516,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,19575.714285714286
2020-06-14,MT,30,positive,C,601,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,596.8571428571429
2020-06-14,NC,37,positive,A,44119,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,43619.28571428572
2020-06-14,ND,38,positive,F,3080,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,3075
2020-06-14,NE,31,positive,D,16633,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,16584.714285714286
2020-06-14,NH,33,positive,B,5299,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,5284.428571428572
2020-06-14,NJ,34,positive,A+,166881,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,166814
2020-06-14,NM,35,positive,C,9621,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,9632
2020-06-14,NV,32,positive,A+,11173,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,11139.285714285714
2020-06-14,NY,36,positive,A,383324,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,383174.4285714286
2020-06-14,OH,39,positive,B,41148,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,41204.57142857143
2020-06-14,OK,40,positive,A+,8231,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,8249.142857142857
2020-06-14,OR,41,positive,A+,5377,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,5617.142857142857
2020-06-14,PA,42,positive,A+,78798,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,78802
2020-06-14,RI,44,positive,A+,15947,14,105,2020,24,2020-06-14,Jun,6,2020-06-01,16024.714285714286
2020-06-14,SC,45,positive,A+,18795,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,18612.14285714286
2020-06-14,SD,46,positive,B,5898,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,5868.857142857143
2020-06-14,TN,47,positive,B,30432,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,30395.714285714286
2020-06-14,TX,48,positive,B,87854,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,88253.85714285714
2020-06-14,UT,49,positive,B,14313,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,14287.42857142857
2020-06-14,VA,51,positive,A+,54506,14,101,2020,24,2020-06-14,Jun,6,2020-06-01,54317.857142857145
2020-06-14,VT,50,positive,B,1127,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,1124.2857142857142
2020-06-14,WA,53,positive,B,27095,14,144,2020,24,2020-06-14,Jun,6,2020-06-01,27305.285714285714
2020-06-14,WI,55,positive,A+,25340,14,102,2020,24,2020-06-14,Jun,6,2020-06-01,25312
2020-06-14,WV,54,positive,B,2289,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,2286.8571428571427
2020-06-14,WY,56,positive,C,1060,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,1058.4285714285713
2020-06-13,AK,02,positive,A,654,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,640.5714285714286
2020-06-13,AL,01,positive,B,24601,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,24563.428571428572
2020-06-13,AR,05,positive,A,11547,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,11841
2020-06-13,AZ,04,positive,A+,34458,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,34283.57142857143
2020-06-13,CA,06,positive,B,145643,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,145280.7142857143
2020-06-13,CO,08,positive,A,28822,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,28823
2020-06-13,CT,09,positive,B,44994,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,44880.42857142857
2020-06-13,DC,11,positive,A+,9709,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,9696.142857142857
2020-06-13,DE,10,positive,A,10229,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,10224.42857142857
2020-06-13,FL,12,positive,A,73552,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,73423.71428571429
2020-06-13,GA,13,positive,A,56801,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,56672.857142857145
2020-06-13,HI,15,positive,D,706,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,707.4285714285714
2020-06-13,IA,19,positive,A+,23717,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,23528.714285714286
2020-06-13,ID,16,positive,A,3353,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,3342.1428571428573
2020-06-13,IL,17,positive,A,132732,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,132637.14285714287
2020-06-13,IN,18,positive,A+,39543,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,39557
2020-06-13,KS,20,positive,A,11047,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,11086.142857142857
2020-06-13,KY,21,positive,B,12445,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,12305.57142857143
2020-06-13,LA,22,positive,B,46283,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,45896.71428571428
2020-06-13,MA,25,positive,A+,105395,13,93,2020,24,2020-06-07,Jun,6,2020-06-01,105207.85714285714
2020-06-13,MD,24,positive,B,61305,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,61103.142857142855
2020-06-13,ME,23,positive,B,2757,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,2743.4285714285716
2020-06-13,MI,26,positive,A+,65836,13,104,2020,24,2020-06-07,Jun,6,2020-06-01,65792.42857142857
2020-06-13,MN,27,positive,A,30465,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,30513
2020-06-13,MO,29,positive,B,15810,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,15769.285714285714
2020-06-13,MS,28,positive,A,19348,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,19267.428571428572
2020-06-13,MT,30,positive,C,588,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,587
2020-06-13,NC,37,positive,A,42676,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,42378.71428571428
2020-06-13,ND,38,positive,F,3058,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,3042.8571428571427
2020-06-13,NE,31,positive,D,16513,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,16420.714285714286
2020-06-13,NH,33,positive,B,5251,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,5251.285714285715
2020-06-13,NJ,34,positive,A+,166605,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,166477.2857142857
2020-06-13,NM,35,positive,C,9526,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,9513.714285714286
2020-06-13,NV,32,positive,A+,10946,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,10899.57142857143
2020-06-13,NY,36,positive,A,382630,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,382462.14285714284
2020-06-13,OH,39,positive,B,40848,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,40797.857142857145
2020-06-13,OK,40,positive,A+,8073,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,8045.714285714285
2020-06-13,OR,41,positive,A+,5377,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,5451.714285714285
2020-06-13,PA,42,positive,A+,78462,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,78466
2020-06-13,RI,44,positive,A+,15947,13,104,2020,24,2020-06-07,Jun,6,2020-06-01,15959.42857142857
2020-06-13,SC,45,positive,A+,17955,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,17926.85714285714
2020-06-13,SD,46,positive,B,5833,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,5805.142857142857
2020-06-13,TN,47,positive,B,29541,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,29812.571428571428
2020-06-13,TX,48,positive,B,86011,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,85885.57142857143
2020-06-13,UT,49,positive,B,13981,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,13933.142857142857
2020-06-13,VA,51,positive,A+,53869,13,100,2020,24,2020-06-07,Jun,6,2020-06-01,53803.857142857145
2020-06-13,VT,50,positive,B,1125,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,1119.2857142857142
2020-06-13,WA,53,positive,B,26985,13,143,2020,24,2020-06-07,Jun,6,2020-06-01,27023.285714285714
2020-06-13,WI,55,positive,A+,25089,13,101,2020,24,2020-06-07,Jun,6,2020-06-01,25017.85714285714
2020-06-13,WV,54,positive,B,2259,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,2260
2020-06-13,WY,56,positive,C,1050,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,1039.2857142857142
2020-06-12,AK,02,positive,A,625,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,625.8571428571429
2020-06-12,AL,01,positive,B,23710,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,23779.14285714286
2020-06-12,AR,05,positive,A,11547,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,11396.57142857143
2020-06-12,AZ,04,positive,A+,32918,12,100,2020,24,2020-06-07,Jun,6,2020-06-01,32740.571428571428
2020-06-12,CA,06,positive,B,141983,12,100,2020,24,2020-06-07,Jun,6,2020-06-01,142413.42857142858
2020-06-12,CO,08,positive,A,28647,12,99,2020,24,2020-06-07,Jun,6,2020-06-01,28663.571428571428
2020-06-12,CT,09,positive,B,44689,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,44713.28571428572
2020-06-12,DC,11,positive,A+,9654,12,99,2020,24,2020-06-07,Jun,6,2020-06-01,9647
2020-06-12,DE,10,positive,A,10173,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,10169.714285714286
2020-06-12,FL,12,positive,A,70971,12,100,2020,24,2020-06-07,Jun,6,2020-06-01,71408.14285714286
2020-06-12,GA,13,positive,A,55783,12,100,2020,24,2020-06-07,Jun,6,2020-06-01,55840.142857142855
2020-06-12,HI,15,positive,D,692,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,698.8571428571429
2020-06-12,IA,19,positive,A+,23337,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,23251.14285714286
2020-06-12,ID,16,positive,A,3302,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,3303.1428571428573
2020-06-12,IL,17,positive,A,132059,12,100,2020,24,2020-06-07,Jun,6,2020-06-01,131985.14285714287
2020-06-12,IN,18,positive,A+,39146,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,39163.71428571428
2020-06-12,KS,20,positive,A,11047,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,10976.285714285714
2020-06-12,KY,21,positive,B,11945,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,12145.42857142857
2020-06-12,LA,22,positive,B,44995,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,45311.857142857145
2020-06-12,MA,25,positive,A+,105059,12,92,2020,24,2020-06-07,Jun,6,2020-06-01,104922.71428571429
2020-06-12,MD,24,positive,B,60613,12,99,2020,24,2020-06-07,Jun,6,2020-06-01,60602.42857142857
2020-06-12,ME,23,positive,B,2721,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,2713
2020-06-12,MI,26,positive,A+,65672,12,103,2020,24,2020-06-07,Jun,6,2020-06-01,65635
2020-06-12,MN,27,positive,A,30463,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,30367.85714285714
2020-06-12,MO,29,positive,B,15585,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,15554.857142857143
