date,state,fips,measure,data_quality_grade,positive tests,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,pos_test_7da
2020-04-27,IL,17,positive,A,45883,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,46085.142857142855
2020-04-27,IN,18,positive,B,15961,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,15807.57142857143
2020-04-27,KS,20,positive,C,3328,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,3400.285714285714
2020-04-27,KY,21,positive,A,4074,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,4042.714285714286
2020-04-27,LA,22,positive,B,27068,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,27062.85714285714
2020-04-27,MA,25,positive,B,56462,27,46,2020,17,2020-04-26,Apr,4,2020-04-01,56641.28571428572
2020-04-27,MD,24,positive,A,19487,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,19307.714285714286
2020-04-27,ME,23,positive,B,1023,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,1026.2857142857142
2020-04-27,MI,26,positive,A+,44709,27,57,2020,17,2020-04-26,Apr,4,2020-04-01,44860.28571428572
2020-04-27,MN,27,positive,A,6187,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,6283.714285714285
2020-04-27,MO,29,positive,B,7171,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,7129.857142857143
2020-04-27,MS,28,positive,B,6094,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,6126.142857142857
2020-04-27,MT,30,positive,C,449,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,448.7142857142857
2020-04-27,NC,37,positive,B,9142,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,9238.857142857143
2020-04-27,ND,38,positive,C,942,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,921.5714285714286
2020-04-27,NE,31,positive,D,3028,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,2974.4285714285716
2020-04-27,NH,33,positive,C,1864,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,1863.2857142857142
2020-04-27,NJ,34,positive,A,111188,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,110959.57142857143
2020-04-27,NM,35,positive,C,2726,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,2756.5714285714284
2020-04-27,NV,32,positive,F,4690,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,4704.285714285715
2020-04-27,NY,36,positive,B,291996,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,290420.4285714286
2020-04-27,OH,39,positive,B,15699,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,16268
2020-04-27,OK,40,positive,A,3280,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,3335.4285714285716
2020-04-27,OR,41,positive,B,2354,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,2343.5714285714284
2020-04-27,PA,42,positive,B,42050,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,42187
2020-04-27,RI,44,positive,A+,7708,27,57,2020,17,2020-04-26,Apr,4,2020-04-01,7681.285714285715
2020-04-27,SC,45,positive,B,5490,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,5534.142857142857
2020-04-27,SD,46,positive,C,2245,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,2254.1428571428573
2020-04-27,TN,47,positive,B,9918,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,9807.57142857143
2020-04-27,TX,48,positive,B,25297,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,25402.714285714286
2020-04-27,UT,49,positive,C,4233,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,4228
2020-04-27,VA,51,positive,B,13535,27,53,2020,17,2020-04-26,Apr,4,2020-04-01,13658.714285714286
2020-04-27,VT,50,positive,C,862,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,859.8571428571429
2020-04-27,WA,53,positive,B,15566,27,96,2020,17,2020-04-26,Apr,4,2020-04-01,15575.714285714286
2020-04-27,WI,55,positive,A,7161,27,54,2020,17,2020-04-26,Apr,4,2020-04-01,7186.571428571428
2020-04-27,WV,54,positive,B,1063,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,1058.142857142857
2020-04-27,WY,56,positive,C,370,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,414.14285714285717
2020-04-26,AK,02,positive,B,341,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,343.85714285714283
2020-04-26,AL,01,positive,B,6270,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,6292.142857142857
2020-04-26,AR,05,positive,B,2941,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,2899.4285714285716
2020-04-26,AZ,04,positive,A+,6526,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,6498
2020-04-26,CA,06,positive,B,42164,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,42131.28571428572
2020-04-26,CO,08,positive,B,12968,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,12774.142857142857
2020-04-26,CT,09,positive,C,25269,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,25031.428571428572
2020-04-26,DC,11,positive,B,3841,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,3774.4285714285716
2020-04-26,DE,10,positive,B,4034,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,3964.5714285714284
2020-04-26,FL,12,positive,C,31528,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,31364.285714285714
2020-04-26,GA,13,positive,B,23401,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,23407.85714285714
2020-04-26,HI,15,positive,C,603,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,602
2020-04-26,IA,19,positive,B,5476,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,5432
2020-04-26,ID,16,positive,C,1887,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,1880.142857142857
2020-04-26,IL,17,positive,A,43903,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,43801.71428571428
2020-04-26,IN,18,positive,B,15012,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,15122.42857142857
2020-04-26,KS,20,positive,C,3174,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,3149.4285714285716
2020-04-26,KY,21,positive,A,3905,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,3876.1428571428573
2020-04-26,LA,22,positive,B,26773,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,26739.714285714286
2020-04-26,MA,25,positive,B,54938,26,45,2020,17,2020-04-26,Apr,4,2020-04-01,54610.857142857145
2020-04-26,MD,24,positive,A,18581,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,18449.85714285714
2020-04-26,ME,23,positive,B,1015,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,1003.7142857142857
2020-04-26,MI,26,positive,A+,43789,26,56,2020,17,2020-04-26,Apr,4,2020-04-01,44030.142857142855
2020-04-26,MN,27,positive,A,5512,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,5734.285714285715
2020-04-26,MO,29,positive,B,6997,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,6952.571428571428
2020-04-26,MS,28,positive,B,5911,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,5888.714285714285
2020-04-26,MT,30,positive,C,448,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,447.14285714285717
2020-04-26,NC,37,positive,B,8830,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,8824.42857142857
2020-04-26,ND,38,positive,C,867,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,870.4285714285714
2020-04-26,NE,31,positive,D,2732,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,2692.8571428571427
2020-04-26,NH,33,positive,C,1787,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,1796.7142857142858
2020-04-26,NJ,34,positive,A,109038,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,108293.42857142857
2020-04-26,NM,35,positive,C,2660,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,2613.285714285714
2020-04-26,NV,32,positive,F,4602,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,4591.428571428572
2020-04-26,NY,36,positive,B,288045,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,284575.85714285716
2020-04-26,OH,39,positive,B,15963,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,15791.857142857143
2020-04-26,OK,40,positive,A,3253,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,3249.5714285714284
2020-04-26,OR,41,positive,B,2311,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,2288.8571428571427
2020-04-26,PA,42,positive,B,41165,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,40942.71428571428
2020-04-26,RI,44,positive,A+,7439,26,56,2020,17,2020-04-26,Apr,4,2020-04-01,7344.285714285715
2020-04-26,SC,45,positive,B,5490,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,5365.857142857143
2020-04-26,SD,46,positive,C,2212,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,2183.714285714286
2020-04-26,TN,47,positive,B,9667,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,9454.857142857143
2020-04-26,TX,48,positive,B,24631,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,24525.14285714286
2020-04-26,UT,49,positive,C,4123,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,4076.5714285714284
2020-04-26,VA,51,positive,B,12970,26,52,2020,17,2020-04-26,Apr,4,2020-04-01,12966.142857142857
2020-04-26,VT,50,positive,C,855,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,853.4285714285714
2020-04-26,WA,53,positive,B,15292,26,95,2020,17,2020-04-26,Apr,4,2020-04-01,15335.57142857143
2020-04-26,WI,55,positive,A,6963,26,53,2020,17,2020-04-26,Apr,4,2020-04-01,6895
2020-04-26,WV,54,positive,B,1044,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,1036.5714285714287
2020-04-26,WY,56,positive,C,362,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,383
2020-04-25,AK,02,positive,B,339,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,341
2020-04-25,AL,01,positive,B,6137,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,6095.428571428572
2020-04-25,AR,05,positive,B,2829,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,2768.5714285714284
2020-04-25,AZ,04,positive,A+,6280,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,6249
2020-04-25,CA,06,positive,B,41137,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,40545
2020-04-25,CO,08,positive,B,12256,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,12161.57142857143
2020-04-25,CT,09,positive,C,24582,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,24417.428571428572
2020-04-25,DC,11,positive,B,3699,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,3645.8571428571427
2020-04-25,DE,10,positive,B,3576,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,3756.714285714286
2020-04-25,FL,12,positive,C,30839,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,30666.571428571428
2020-04-25,GA,13,positive,B,22695,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,22717.571428571428
2020-04-25,HI,15,positive,C,601,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,598.1428571428571
2020-04-25,IA,19,positive,B,5092,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,4989.857142857143
2020-04-25,ID,16,positive,C,1870,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,1853.5714285714287
2020-04-25,IL,17,positive,A,41777,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,41623.57142857143
2020-04-25,IN,18,positive,B,14395,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,14444.714285714286
2020-04-25,KS,20,positive,C,3056,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,2931.285714285714
2020-04-25,KY,21,positive,A,3779,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,3707.1428571428573
2020-04-25,LA,22,positive,B,26512,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,26396.571428571428
2020-04-25,MA,25,positive,B,53348,25,44,2020,17,2020-04-19,Apr,4,2020-04-01,52417.71428571428
2020-04-25,MD,24,positive,A,17766,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,17582.14285714286
2020-04-25,ME,23,positive,B,990,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,982.4285714285714
2020-04-25,MI,26,positive,A+,43263,25,55,2020,17,2020-04-19,Apr,4,2020-04-01,43204
2020-04-25,MN,27,positive,A,5127,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,5204.285714285715
2020-04-25,MO,29,positive,B,6826,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,6768.571428571428
2020-04-25,MS,28,positive,B,5718,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,5649.428571428572
2020-04-25,MT,30,positive,C,445,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,445.42857142857144
2020-04-25,NC,37,positive,B,8623,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,8434.714285714286
2020-04-25,ND,38,positive,C,803,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,819.8571428571429
2020-04-25,NE,31,positive,D,2421,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,2456.8571428571427
2020-04-25,NH,33,positive,C,1720,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,1722.5714285714287
2020-04-25,NJ,34,positive,A,105523,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,105379.28571428571
2020-04-25,NM,35,positive,C,2521,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,2484.4285714285716
2020-04-25,NV,32,positive,F,4539,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,4474.714285714285
2020-04-25,NY,36,positive,B,282143,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,278508
2020-04-25,OH,39,positive,B,15587,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,15336.714285714286
2020-04-25,OK,40,positive,A,3193,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,3166.8571428571427
2020-04-25,OR,41,positive,B,2253,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,2233.5714285714284
2020-04-25,PA,42,positive,B,40049,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,39702.42857142857
2020-04-25,RI,44,positive,A+,7129,25,55,2020,17,2020-04-19,Apr,4,2020-04-01,7001.142857142857
2020-04-25,SC,45,positive,B,5253,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,5205.857142857143
2020-04-25,SD,46,positive,C,2147,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,2110.1428571428573
2020-04-25,TN,47,positive,B,9189,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,9094.285714285714
2020-04-25,TX,48,positive,B,23773,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,23670.14285714286
2020-04-25,UT,49,positive,C,3948,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,3926.5714285714284
2020-04-25,VA,51,positive,B,12366,25,51,2020,17,2020-04-19,Apr,4,2020-04-01,12295.42857142857
2020-04-25,VT,50,positive,C,852,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,848.4285714285714
2020-04-25,WA,53,positive,B,15110,25,94,2020,17,2020-04-19,Apr,4,2020-04-01,15097.42857142857
2020-04-25,WI,55,positive,A,6715,25,52,2020,17,2020-04-19,Apr,4,2020-04-01,6624.428571428572
2020-04-25,WV,54,positive,B,1020,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,1014.2857142857143
2020-04-25,WY,56,positive,C,349,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,352.42857142857144
2020-04-24,AK,02,positive,A,339,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,337.85714285714283
2020-04-24,AL,01,positive,B,5832,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,5887.428571428572
2020-04-24,AR,05,positive,A,2741,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,2642.285714285714
2020-04-24,AZ,04,positive,B,6045,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,6006.571428571428
2020-04-24,CA,06,positive,B,39254,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,38863.57142857143
2020-04-24,CO,08,positive,A,11262,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,11622.57142857143
2020-04-24,CT,09,positive,A,23921,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,23567.14285714286
2020-04-24,DC,11,positive,A,3528,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,3517.8571428571427
2020-04-24,DE,10,positive,A,3442,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,3521.8571428571427
2020-04-24,FL,12,positive,A,30174,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,29902.14285714286
2020-04-24,GA,13,positive,A,22147,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,22041.285714285714
2020-04-24,HI,15,positive,A,596,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,594.8571428571429
2020-04-24,IA,19,positive,A,4445,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,4599.142857142857
2020-04-24,ID,16,positive,A,1836,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,1827.7142857142858
2020-04-24,IL,17,positive,A,39658,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,39474.57142857143
2020-04-24,IN,18,positive,B,13680,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,13803.142857142857
2020-04-24,KS,20,positive,B,2777,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,2721.8571428571427
2020-04-24,KY,21,positive,A,3481,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,3550.5714285714284
2020-04-24,LA,22,positive,A,26140,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,26049.14285714286
2020-04-24,MA,25,positive,B,50969,24,43,2020,17,2020-04-19,Apr,4,2020-04-01,50255.71428571428
2020-04-24,MD,24,positive,A,16616,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,16736.428571428572
2020-04-24,ME,23,positive,A,965,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,960.7142857142857
2020-04-24,MI,26,positive,B,42730,24,54,2020,17,2020-04-19,Apr,4,2020-04-01,42354.142857142855
2020-04-24,MN,27,positive,A,4788,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,4727.714285714285
2020-04-24,MO,29,positive,A,6625,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,6574
2020-04-24,MS,28,positive,A,5434,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,5417.142857142857
2020-04-24,MT,30,positive,A,444,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,443.42857142857144
2020-04-24,NC,37,positive,A,8052,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,8060.857142857143
2020-04-24,ND,38,positive,B,748,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,770.2857142857143
2020-04-24,NE,31,positive,A,2124,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,2212.5714285714284
2020-04-24,NH,33,positive,B,1670,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,1658.7142857142858
2020-04-24,NJ,34,positive,A,102196,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,102312.28571428571
2020-04-24,NM,35,positive,A,2379,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,2362.714285714286
2020-04-24,NV,32,positive,A,4398,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,4350.714285714285
2020-04-24,NY,36,positive,A,271590,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,272305.71428571426
2020-04-24,OH,39,positive,B,15169,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,14993.42857142857
2020-04-24,OK,40,positive,B,3121,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,3080.714285714286
2020-04-24,OR,41,positive,A,2177,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,2183.285714285714
2020-04-24,PA,42,positive,A,38652,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,38454.42857142857
2020-04-24,RI,44,positive,B,6699,24,54,2020,17,2020-04-19,Apr,4,2020-04-01,6649.857142857143
2020-04-24,SC,45,positive,B,4917,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,5038.142857142857
2020-04-24,SD,46,positive,A,2040,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,2030.4285714285713
2020-04-24,TN,47,positive,A,8726,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,8714.57142857143
2020-04-24,TX,48,positive,A,22806,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,22816.571428571428
2020-04-24,UT,49,positive,A,3782,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,3777
2020-04-24,VA,51,positive,A,11594,24,50,2020,17,2020-04-19,Apr,4,2020-04-01,11622.714285714286
2020-04-24,VT,50,positive,A,843,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,843.5714285714286
2020-04-24,WA,53,positive,C,14913,24,93,2020,17,2020-04-19,Apr,4,2020-04-01,14859.57142857143
2020-04-24,WI,55,positive,A,6364,24,51,2020,17,2020-04-19,Apr,4,2020-04-01,6355.571428571428
2020-04-24,WV,54,positive,B,988,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,990.7142857142857
2020-04-24,WY,56,positive,A,349,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,342.57142857142856
2020-04-23,AK,02,positive,A,337,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,334.42857142857144
2020-04-23,AL,01,positive,B,5778,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,5676.857142857143
2020-04-23,AR,05,positive,A,2465,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,2486
2020-04-23,AZ,04,positive,B,5769,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,5770.571428571428
2020-04-23,CA,06,positive,B,37369,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,37079.857142857145
2020-04-23,CO,08,positive,A,10878,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,11092.42857142857
2020-04-23,CT,09,positive,A,23100,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,22788
2020-04-23,DC,11,positive,A,3361,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,3380
2020-04-23,DE,10,positive,A,3308,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,3319.4285714285716
2020-04-23,FL,12,positive,A,28832,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,29119.571428571428
2020-04-23,GA,13,positive,A,21512,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,21331.85714285714
2020-04-23,HI,15,positive,A,592,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,591.1428571428571
2020-04-23,IA,19,positive,A,3924,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,4212.142857142857
2020-04-23,ID,16,positive,A,1802,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,1795.5714285714287
2020-04-23,IL,17,positive,A,36934,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,37421
2020-04-23,IN,18,positive,B,13039,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,13192.42857142857
2020-04-23,KS,20,positive,B,2482,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,2530.1428571428573
2020-04-23,KY,21,positive,A,3373,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,3391.4285714285716
2020-04-23,LA,22,positive,A,25739,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,25685.571428571428
2020-04-23,MA,25,positive,B,47992,23,42,2020,17,2020-04-19,Apr,4,2020-04-01,48106.28571428572
2020-04-23,MD,24,positive,A,15737,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,15907.42857142857
2020-04-23,ME,23,positive,A,937,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,939.5714285714286
2020-04-23,MI,26,positive,B,41694,23,53,2020,17,2020-04-19,Apr,4,2020-04-01,41466.28571428572
2020-04-23,MN,27,positive,A,4270,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,4299.571428571428
2020-04-23,MO,29,positive,A,6321,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,6379.142857142857
2020-04-23,MS,28,positive,A,5153,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,5191.142857142857
2020-04-23,MT,30,positive,A,442,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,441.14285714285717
2020-04-23,NC,37,positive,A,7608,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,7721.142857142857
2020-04-23,ND,38,positive,B,709,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,725.2857142857143
2020-04-23,NE,31,positive,A,1813,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,1990.5714285714287
2020-04-23,NH,33,positive,B,1588,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,1591.2857142857142
2020-04-23,NJ,34,positive,A,99989,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,99114.85714285714
2020-04-23,NM,35,positive,A,2210,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,2236.8571428571427
2020-04-23,NV,32,positive,A,4208,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,4227.857142857143
2020-04-23,NY,36,positive,A,263460,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,265950.85714285716
2020-04-23,OH,39,positive,B,14694,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,14596.285714285714
2020-04-23,OK,40,positive,B,3017,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,2995
2020-04-23,OR,41,positive,A,2127,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,2126.4285714285716
2020-04-23,PA,42,positive,A,37053,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,37194.71428571428
2020-04-23,RI,44,positive,B,6262,23,53,2020,17,2020-04-19,Apr,4,2020-04-01,6277
2020-04-23,SC,45,positive,B,4917,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,4879.142857142857
2020-04-23,SD,46,positive,A,1956,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,1950.4285714285713
2020-04-23,TN,47,positive,A,8266,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,8331.714285714286
2020-04-23,TX,48,positive,A,21944,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,21982.428571428572
2020-04-23,UT,49,positive,A,3612,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,3631.285714285714
2020-04-23,VA,51,positive,A,10998,23,49,2020,17,2020-04-19,Apr,4,2020-04-01,10973.42857142857
2020-04-23,VT,50,positive,A,834,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,837.5714285714286
2020-04-23,WA,53,positive,C,14628,23,92,2020,17,2020-04-19,Apr,4,2020-04-01,14620.142857142857
2020-04-23,WI,55,positive,A,6011,23,50,2020,17,2020-04-19,Apr,4,2020-04-01,6097.285714285715
2020-04-23,WV,54,positive,B,967,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,967.7142857142857
2020-04-23,WY,56,positive,A,326,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,334.42857142857144
2020-04-22,AK,02,positive,A,335,22,47,2020,17,2020-04-19,Apr,4,2020-04-01,331.2857142857143
2020-04-22,AL,01,positive,B,5465,22,46,2020,17,2020-04-19,Apr,4,2020-04-01,5472.142857142857
2020-04-22,AR,05,positive,A,2276,22,47,2020,17,2020-04-19,Apr,4,2020-04-01,2320.285714285714
2020-04-22,AZ,04,positive,B,5459,22,49,2020,17,2020-04-19,Apr,4,2020-04-01,5542.428571428572
