date,status,cases
2020-04-22,Recovered,690553
2020-04-23,Confirmed,2719198
2020-04-23,Deaths,194729
2020-04-23,Recovered,718595
2020-04-24,Confirmed,2806138
2020-04-24,Deaths,201402
2020-04-24,Recovered,767967
2020-04-25,Confirmed,2890259
2020-04-25,Deaths,206980
2020-04-25,Recovered,794759
2020-04-26,Confirmed,2963206
2020-04-26,Deaths,210863
2020-04-26,Recovered,822253
2020-04-27,Confirmed,3031926
2020-04-27,Deaths,215510
2020-04-27,Recovered,848322
2020-04-28,Confirmed,3107209
2020-04-28,Deaths,221973
2020-04-28,Recovered,880380
2020-04-29,Confirmed,3184143
2020-04-29,Deaths,228736
2020-04-29,Recovered,921257
2020-04-30,Confirmed,3267936
2020-04-30,Deaths,234703
2020-04-30,Recovered,984912
2020-05-01,Confirmed,3354984
2020-05-01,Deaths,239879
2020-05-01,Recovered,1021708
2020-05-02,Confirmed,3435571
2020-05-02,Deaths,245204
2020-05-02,Recovered,1061461
2020-05-03,Confirmed,3513207
2020-05-03,Deaths,248657
2020-05-03,Recovered,1092494
2020-05-04,Confirmed,3589284
2020-05-04,Deaths,252785
2020-05-04,Recovered,1125158
2020-05-05,Confirmed,3669273
2020-05-05,Deaths,258655
2020-05-05,Recovered,1160548
2020-05-06,Confirmed,3759295
2020-05-06,Deaths,265321
2020-05-06,Recovered,1205004
2020-05-07,Confirmed,3848381
2020-05-07,Deaths,270729
2020-05-07,Recovered,1243228
2020-05-08,Confirmed,3939898
2020-05-08,Deaths,276296
2020-05-08,Recovered,1278722
2020-05-09,Confirmed,4023533
2020-05-09,Deaths,280562
2020-05-09,Recovered,1330893
2020-05-10,Confirmed,4099779
2020-05-10,Deaths,284127
2020-05-10,Recovered,1363366
2020-05-11,Confirmed,4176020
2020-05-11,Deaths,287599
2020-05-11,Recovered,1409146
2020-05-12,Confirmed,4259383
2020-05-12,Deaths,293140
2020-05-12,Recovered,1444946
2020-05-13,Confirmed,4344370
2020-05-13,Deaths,298369
2020-05-13,Recovered,1499483
2020-05-14,Confirmed,4441475
2020-05-14,Deaths,303637
2020-05-14,Recovered,1538080
2020-05-15,Confirmed,4537824
2020-05-15,Deaths,308852
2020-05-15,Recovered,1585091
2020-05-16,Confirmed,4629637
2020-05-16,Deaths,313011
2020-05-16,Recovered,1640714
2020-05-17,Confirmed,4708146
2020-05-17,Deaths,316340
2020-05-17,Recovered,1680828
2020-05-18,Confirmed,4796430
2020-05-18,Deaths,319631
2020-05-18,Recovered,1732859
2020-05-19,Confirmed,4892854
2020-05-19,Deaths,324412
2020-05-19,Recovered,1783476
2020-05-20,Confirmed,4995696
2020-05-20,Deaths,329286
2020-05-20,Recovered,1841697
2020-05-21,Confirmed,5102216
2020-05-21,Deaths,334077
2020-05-21,Recovered,1891715
2020-05-22,Confirmed,5209116
2020-05-22,Deaths,339354
2020-05-22,Recovered,1998744
2020-05-23,Confirmed,5308099
2020-05-23,Deaths,343342
2020-05-23,Recovered,2052852
2020-05-24,Confirmed,5403425
2020-05-24,Deaths,346159
2020-05-24,Recovered,2107450
2020-05-25,Confirmed,5490388
2020-05-25,Deaths,347336
2020-05-25,Recovered,2170297
2020-05-26,Confirmed,5582910
2020-05-26,Deaths,351537
2020-05-26,Recovered,2224568
2020-05-27,Confirmed,5685510
2020-05-27,Deaths,356719
2020-05-27,Recovered,2286801
2020-05-28,Confirmed,5803599
2020-05-28,Deaths,361392
2020-05-28,Recovered,2352744
2020-05-29,Confirmed,5924709
2020-05-29,Deaths,366076
2020-05-29,Recovered,2427658
2020-05-30,Confirmed,6053134
2020-05-30,Deaths,370211
2020-05-30,Recovered,2497125
2020-05-31,Confirmed,6160243
2020-05-31,Deaths,373078
2020-05-31,Recovered,2572581
2020-06-01,Confirmed,6256493
2020-06-01,Deaths,376608
2020-06-01,Recovered,2626359
2020-06-02,Confirmed,6369046
2020-06-02,Deaths,381307
2020-06-02,Recovered,2729622
2020-06-03,Confirmed,6496381
2020-06-03,Deaths,387013
2020-06-03,Recovered,2807770
2020-06-04,Confirmed,6623083
2020-06-04,Deaths,392161
2020-06-04,Recovered,2876972
2020-06-05,Confirmed,6755724
2020-06-05,Deaths,396983
2020-06-05,Recovered,2944190
2020-06-06,Confirmed,6881530
2020-06-06,Deaths,400801
2020-06-06,Recovered,3015258
2020-06-07,Confirmed,6993970
2020-06-07,Deaths,403550
2020-06-07,Recovered,3069518
2020-06-08,Confirmed,7097409
2020-06-08,Deaths,407306
2020-06-08,Recovered,3220234
2020-06-09,Confirmed,7220392
2020-06-09,Deaths,412161
2020-06-09,Recovered,3301556
2020-06-10,Confirmed,7354172
2020-06-10,Deaths,417366
2020-06-10,Recovered,3379357
2020-06-11,Confirmed,7492360
2020-06-11,Deaths,422150
2020-06-11,Recovered,3464153
2020-06-12,Confirmed,7621346
2020-06-12,Deaths,426445
2020-06-12,Recovered,3542815
2020-06-13,Confirmed,7755445
2020-06-13,Deaths,430695
2020-06-13,Recovered,3627785
2020-06-14,Confirmed,7888575
2020-06-14,Deaths,434041
2020-06-14,Recovered,3697600
2020-06-15,Confirmed,8010360
2020-06-15,Deaths,437545
2020-06-15,Recovered,3776075
2020-06-16,Confirmed,8149939
2020-06-16,Deaths,444334
2020-06-16,Recovered,3873275
2020-06-17,Confirmed,8325831
2020-06-17,Deaths,449605
2020-06-17,Recovered,3990382
2020-06-18,Confirmed,8464706
2020-06-18,Deaths,454614
2020-06-18,Recovered,4070903
2020-06-19,Confirmed,8645640
2020-06-19,Deaths,460883
2020-06-19,Recovered,4163279
2020-06-20,Confirmed,8803904
2020-06-20,Deaths,465151
2020-06-20,Recovered,4278329
2020-06-21,Confirmed,8934807
2020-06-21,Deaths,469208
2020-06-21,Recovered,4346448
2020-06-22,Confirmed,9072666
2020-06-22,Deaths,472779
2020-06-22,Recovered,4437565
2020-06-23,Confirmed,9238013
2020-06-23,Deaths,478203
2020-06-23,Recovered,4541045
2020-06-24,Confirmed,9405649
2020-06-24,Deaths,483377
2020-06-24,Recovered,4653892
2020-06-25,Confirmed,9583608
2020-06-25,Deaths,489928
2020-06-25,Recovered,4746213
2020-06-26,Confirmed,9774609
2020-06-26,Deaths,494773
2020-06-26,Recovered,4852427
2020-06-27,Confirmed,9952423
2020-06-27,Deaths,499291
2020-06-27,Recovered,4958379
2020-06-28,Confirmed,10117641
2020-06-28,Deaths,502450
2020-06-28,Recovered,5047074
2020-06-29,Confirmed,10273510
2020-06-29,Deaths,506076
2020-06-29,Recovered,5140877
2020-06-30,Confirmed,10447879
2020-06-30,Deaths,511268
2020-06-30,Recovered,5257760
2020-07-01,Confirmed,10664168
2020-07-01,Deaths,516253
2020-07-01,Recovered,5373226
2020-07-02,Confirmed,10871926
2020-07-02,Deaths,521361
2020-07-02,Recovered,5657521
2020-07-03,Confirmed,11076086
2020-07-03,Deaths,526419
2020-07-03,Recovered,5766940
2020-07-04,Confirmed,11269114
2020-07-04,Deaths,530767
2020-07-04,Recovered,5962252
2020-07-05,Confirmed,11452196
2020-07-05,Deaths,534280
2020-07-05,Recovered,6081349
2020-07-06,Confirmed,11620096
2020-07-06,Deaths,538058
2020-07-06,Recovered,6204487
2020-07-07,Confirmed,11829602
2020-07-07,Deaths,544163
2020-07-07,Recovered,6347705
2020-07-08,Confirmed,12041480
2020-07-08,Deaths,549468
2020-07-08,Recovered,6505061
2020-07-09,Confirmed,12268518
2020-07-09,Deaths,554924
2020-07-09,Recovered,6639087
