date,state,fips,measure,data_quality_grade,COVID tracking deaths,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month
2020-06-10,TX,48,death,B,1885,10,98,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,UT,49,death,B,128,10,95,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,VA,51,death,A+,1514,10,97,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,VT,50,death,B,55,10,96,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,WA,53,death,B,1176,10,140,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,WI,55,death,A+,671,10,98,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,WV,54,death,B,85,10,96,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-10,WY,56,death,C,18,10,95,2020,24,2020-06-07,Jun,6,2020-06-01
2020-06-09,AK,02,death,A,11,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,AL,01,death,B,729,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,AR,05,death,A,161,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,AZ,04,death,A+,1070,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,CA,06,death,B,4697,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,CO,08,death,A,1292,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,CT,09,death,B,4097,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,DC,11,death,A+,495,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,DE,10,death,A,492,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,FL,12,death,A,2851,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,GA,13,death,A,2285,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,HI,15,death,D,17,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,IA,19,death,A+,624,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,ID,16,death,A,83,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,IL,17,death,A,6196,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,IN,18,death,A+,2339,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,KS,20,death,A,236,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,KY,21,death,B,477,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,LA,22,death,B,2957,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MA,25,death,A+,7408,9,89,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MD,24,death,B,2811,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,ME,23,death,B,100,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MI,26,death,A+,5951,9,100,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MN,27,death,A,1228,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MO,29,death,B,840,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MS,28,death,A,837,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,MT,30,death,C,18,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NC,37,death,A,1029,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,ND,38,death,D,65,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NE,31,death,D,188,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NH,33,death,B,286,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NJ,34,death,A+,12303,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NM,35,death,C,400,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NV,32,death,A+,472,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,NY,36,death,A,24348,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,OH,39,death,B,2421,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,OK,40,death,A+,353,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,OR,41,death,A+,169,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,PA,42,death,A+,6014,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,RI,44,death,A+,808,9,100,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,SC,45,death,A+,568,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,SD,46,death,B,68,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,TN,47,death,B,435,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,TX,48,death,B,1853,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,UT,49,death,B,127,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,VA,51,death,A+,1496,9,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,VT,50,death,B,55,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,WA,53,death,B,1161,9,139,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,WI,55,death,A+,661,9,97,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,WV,54,death,B,84,9,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-09,WY,56,death,C,17,9,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,AK,02,death,B,10,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,AL,01,death,B,718,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,AR,05,death,A,155,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,AZ,04,death,A+,1047,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,CA,06,death,B,4653,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,CO,08,death,A,1274,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,CT,09,death,B,4084,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,DC,11,death,A+,491,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,DE,10,death,A,490,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,FL,12,death,A,2798,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,GA,13,death,A,2208,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,HI,15,death,D,17,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,IA,19,death,A+,612,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,ID,16,death,A,83,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,IL,17,death,A,6102,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,IN,18,death,A+,2316,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,KS,20,death,A,236,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,KY,21,death,B,472,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,LA,22,death,B,2944,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MA,25,death,A+,7353,8,88,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MD,24,death,B,2776,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,ME,23,death,B,99,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MI,26,death,A+,5942,8,99,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MN,27,death,A,1208,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MO,29,death,B,819,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MS,28,death,A,837,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,MT,30,death,C,18,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NC,37,death,A,1006,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,ND,38,death,D,62,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NE,31,death,D,188,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NH,33,death,B,286,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NJ,34,death,A+,12214,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NM,35,death,C,396,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NV,32,death,A+,469,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,NY,36,death,A,24299,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,OH,39,death,B,2404,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,OK,40,death,A+,348,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,OR,41,death,A+,164,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,PA,42,death,A+,5953,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,RI,44,death,A+,799,8,99,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,SC,45,death,A+,557,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,SD,46,death,B,65,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,TN,47,death,B,421,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,TX,48,death,B,1830,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,UT,49,death,B,124,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,VA,51,death,A+,1477,8,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,VT,50,death,B,55,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,WA,53,death,B,1159,8,138,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,WI,55,death,A+,646,8,96,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,WV,54,death,B,84,8,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-08,WY,56,death,C,17,8,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,AK,02,death,B,10,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,AL,01,death,B,692,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,AR,05,death,A,154,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,AZ,04,death,A+,1044,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,CA,06,death,B,4626,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,CO,08,death,A,1274,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,CT,09,death,B,4071,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,DC,11,death,A+,489,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,DE,10,death,A,488,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,FL,12,death,A,2786,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,GA,13,death,A,2180,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,HI,15,death,D,17,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,IA,19,death,A+,604,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,ID,16,death,A,83,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,IL,17,death,A,5904,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,IN,18,death,A+,2303,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,KS,20,death,A,232,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,KY,21,death,B,470,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,LA,22,death,B,2936,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MA,25,death,A+,7316,7,87,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MD,24,death,B,2749,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,ME,23,death,B,99,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MI,26,death,A+,5927,7,98,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MN,27,death,A,1197,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MO,29,death,B,809,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MS,28,death,A,817,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,MT,30,death,C,18,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NC,37,death,A,996,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,ND,38,death,D,59,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NE,31,death,D,188,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NH,33,death,B,283,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NJ,34,death,A+,12176,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NM,35,death,C,392,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NV,32,death,A+,465,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,NY,36,death,A,24259,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,OH,39,death,B,2377,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,OK,40,death,A+,348,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,OR,41,death,A+,164,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,PA,42,death,A+,5943,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,RI,44,death,A+,772,7,98,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,SC,45,death,A+,546,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,SD,46,death,B,65,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,TN,47,death,B,418,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,TX,48,death,B,1830,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,UT,49,death,B,121,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,VA,51,death,A+,1472,7,94,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,VT,50,death,B,55,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,WA,53,death,B,1153,7,137,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,WI,55,death,A+,647,7,95,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,WV,54,death,B,84,7,93,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-07,WY,56,death,C,17,7,92,2020,23,2020-06-07,Jun,6,2020-06-01
2020-06-06,AK,02,death,A,10,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,AL,01,death,B,689,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,AR,05,death,A,154,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,AZ,04,death,A+,1042,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,CA,06,death,B,4559,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,CO,08,death,A,1274,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,CT,09,death,B,4055,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,DC,11,death,A+,483,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,DE,10,death,A,485,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,FL,12,death,A,2773,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,GA,13,death,A,2174,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,HI,15,death,D,17,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,IA,19,death,A+,598,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,ID,16,death,A,83,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,IL,17,death,A,5864,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,IN,18,death,A+,2292,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,KS,20,death,A,232,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,KY,21,death,B,470,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,LA,22,death,B,2925,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MA,25,death,A+,7289,6,86,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MD,24,death,B,2740,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,ME,23,death,B,98,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MI,26,death,A+,5916,6,97,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MN,27,death,A,1181,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MO,29,death,B,809,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MS,28,death,A,803,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,MT,30,death,C,18,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NC,37,death,A,992,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,ND,38,death,D,59,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NE,31,death,D,186,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NH,33,death,B,283,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NJ,34,death,A+,12106,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NM,35,death,C,387,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NV,32,death,A+,463,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,NY,36,death,A,24212,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,OH,39,death,B,2370,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,OK,40,death,A+,345,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,OR,41,death,A+,163,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,PA,42,death,A+,5931,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,RI,44,death,A+,772,6,97,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,SC,45,death,A+,545,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,SD,46,death,B,65,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,TN,47,death,B,417,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,TX,48,death,B,1819,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,UT,49,death,B,121,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,VA,51,death,A+,1460,6,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,VT,50,death,B,55,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,WA,53,death,B,1149,6,136,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,WI,55,death,A+,645,6,94,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,WV,54,death,B,84,6,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-06,WY,56,death,C,17,6,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,AK,02,death,A,10,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,AL,01,death,B,676,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,AR,05,death,A,152,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,AZ,04,death,A+,1012,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,CA,06,death,B,4485,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,CO,08,death,A,1255,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,CT,09,death,B,4038,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,DC,11,death,A+,475,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,DE,10,death,A,485,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,FL,12,death,A,2745,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,GA,13,death,A,2174,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,HI,15,death,D,17,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,IA,19,death,A+,592,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,ID,16,death,A,83,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,IL,17,death,A,5795,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,IN,18,death,A+,2258,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,KS,20,death,A,232,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,KY,21,death,B,466,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,LA,22,death,B,2912,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MA,25,death,A+,7235,5,85,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MD,24,death,B,2702,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,ME,23,death,B,98,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MI,26,death,A+,5909,5,96,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MN,27,death,A,1159,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MO,29,death,B,799,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MS,28,death,A,803,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,MT,30,death,C,18,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NC,37,death,A,966,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,ND,38,death,D,59,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NE,31,death,D,186,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NH,33,death,B,273,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NJ,34,death,A+,12049,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NM,35,death,C,383,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NV,32,death,A+,460,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,NY,36,death,A,24175,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,OH,39,death,B,2355,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,OK,40,death,A+,344,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,OR,41,death,A+,161,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,PA,42,death,A+,5886,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,RI,44,death,A+,772,5,96,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,SC,45,death,A+,538,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,SD,46,death,B,65,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,TN,47,death,B,408,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,TX,48,death,B,1788,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,UT,49,death,B,120,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,VA,51,death,A+,1453,5,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,VT,50,death,B,55,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,WA,53,death,B,1138,5,135,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,WI,55,death,A+,633,5,93,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,WV,54,death,B,84,5,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-05,WY,56,death,C,17,5,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,AK,02,death,A,10,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,AL,01,death,B,653,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,AR,05,death,A,142,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,AZ,04,death,A+,996,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,CA,06,death,B,4422,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,CO,08,death,A,1254,4,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,CT,09,death,B,4007,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,DC,11,death,A+,475,4,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,DE,10,death,A,483,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,FL,12,death,A,2691,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,GA,13,death,A,2147,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,HI,15,death,D,17,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,IA,19,death,A+,580,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,ID,16,death,A,83,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,IL,17,death,A,5736,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,IN,18,death,A+,2231,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,KS,20,death,A,222,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,KY,21,death,B,458,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,LA,22,death,B,2883,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MA,25,death,A+,7201,4,84,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MD,24,death,B,2668,4,91,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,ME,23,death,B,95,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MI,26,death,A+,5901,4,95,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MN,27,death,A,1126,4,90,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MO,29,death,B,786,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MS,28,death,A,794,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,MT,30,death,C,17,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,NC,37,death,A,960,4,92,2020,23,2020-05-31,Jun,6,2020-05-01
2020-06-04,ND,38,death,D,58,4,89,2020,23,2020-05-31,Jun,6,2020-05-01
