date,status,cases
2020-04-22,Recovered,695398
2020-04-23,Confirmed,2711635
2020-04-23,Deaths,193926
2020-04-23,Recovered,723881
2020-04-24,Confirmed,2799064
2020-04-24,Deaths,200266
2020-04-24,Recovered,773522
2020-04-25,Confirmed,2884420
2020-04-25,Deaths,206459
2020-04-25,Recovered,800432
2020-04-26,Confirmed,2958352
2020-04-26,Deaths,210192
2020-04-26,Recovered,828162
2020-04-27,Confirmed,3027215
2020-04-27,Deaths,214747
2020-04-27,Recovered,854575
2020-04-28,Confirmed,3101078
2020-04-28,Deaths,221109
2020-04-28,Recovered,886872
2020-04-29,Confirmed,3176596
2020-04-29,Deaths,227992
2020-04-29,Recovered,927944
2020-04-30,Confirmed,3261450
2020-04-30,Deaths,233687
2020-04-30,Recovered,991808
2020-05-01,Confirmed,3349915
2020-05-01,Deaths,238942
2020-05-01,Recovered,1028693
2020-05-02,Confirmed,3432050
2020-05-02,Deaths,244129
2020-05-02,Recovered,1068554
2020-05-03,Confirmed,3511157
2020-05-03,Deaths,247797
2020-05-03,Recovered,1099769
2020-05-04,Confirmed,3587874
2020-05-04,Deaths,251890
2020-05-04,Recovered,1132720
2020-05-05,Confirmed,3668635
2020-05-05,Deaths,257612
2020-05-05,Recovered,1168349
2020-05-06,Confirmed,3760836
2020-05-06,Deaths,264196
2020-05-06,Recovered,1213087
2020-05-07,Confirmed,3851895
2020-05-07,Deaths,269905
2020-05-07,Recovered,1251504
2020-05-08,Confirmed,3945002
2020-05-08,Deaths,275250
2020-05-08,Recovered,1287042
2020-05-09,Confirmed,4030363
2020-05-09,Deaths,279661
2020-05-09,Recovered,1339561
2020-05-10,Confirmed,4108270
2020-05-10,Deaths,283086
2020-05-10,Recovered,1372308
2020-05-11,Confirmed,4184838
2020-05-11,Deaths,286697
2020-05-11,Recovered,1418404
2020-05-12,Confirmed,4268247
2020-05-12,Deaths,292319
2020-05-12,Recovered,1454391
2020-05-13,Confirmed,4353211
2020-05-13,Deaths,297539
2020-05-13,Recovered,1509111
2020-05-14,Confirmed,4451126
2020-05-14,Deaths,302813
2020-05-14,Recovered,1547918
2020-05-15,Confirmed,4548549
2020-05-15,Deaths,307998
2020-05-15,Recovered,1595086
2020-05-16,Confirmed,4641727
2020-05-16,Deaths,312150
2020-05-16,Recovered,1650752
2020-05-17,Confirmed,4721968
2020-05-17,Deaths,315546
2020-05-17,Recovered,1690906
2020-05-18,Confirmed,4810315
2020-05-18,Deaths,318853
2020-05-18,Recovered,1743116
2020-05-19,Confirmed,4906193
2020-05-19,Deaths,323662
2020-05-19,Recovered,1794463
2020-05-20,Confirmed,5005761
2020-05-20,Deaths,328483
2020-05-20,Recovered,1852648
2020-05-21,Confirmed,5112366
2020-05-21,Deaths,333292
2020-05-21,Recovered,1902975
2020-05-22,Confirmed,5220585
2020-05-22,Deaths,338585
2020-05-22,Recovered,2010748
2020-05-23,Confirmed,5321022
2020-05-23,Deaths,342565
2020-05-23,Recovered,2065009
2020-05-24,Confirmed,5417354
2020-05-24,Deaths,345412
2020-05-24,Recovered,2119762
2020-05-25,Confirmed,5504324
2020-05-25,Deaths,346583
2020-05-25,Recovered,2182812
2020-05-26,Confirmed,5599216
2020-05-26,Deaths,350807
2020-05-26,Recovered,2237325
2020-05-27,Confirmed,5702113
2020-05-27,Deaths,355990
2020-05-27,Recovered,2299820
2020-05-28,Confirmed,5820253
2020-05-28,Deaths,360686
2020-05-28,Recovered,2365953
2020-05-29,Confirmed,5941938
2020-05-29,Deaths,365380
2020-05-29,Recovered,2442334
2020-05-30,Confirmed,6070884
2020-05-30,Deaths,369492
2020-05-30,Recovered,2512188
2020-05-31,Confirmed,6178860
2020-05-31,Deaths,372373
2020-05-31,Recovered,2587796
2020-06-01,Confirmed,6275246
2020-06-01,Deaths,375902
2020-06-01,Recovered,2641807
2020-06-02,Confirmed,6387981
2020-06-02,Deaths,380599
2020-06-02,Recovered,2745291
2020-06-03,Confirmed,6515768
2020-06-03,Deaths,386298
2020-06-03,Recovered,2823638
2020-06-04,Confirmed,6642985
2020-06-04,Deaths,391472
2020-06-04,Recovered,2892984
2020-06-05,Confirmed,6776258
2020-06-05,Deaths,396294
2020-06-05,Recovered,2961245
2020-06-06,Confirmed,6902782
2020-06-06,Deaths,400107
2020-06-06,Recovered,3032422
2020-06-07,Confirmed,7015871
2020-06-07,Deaths,402856
2020-06-07,Recovered,3086926
2020-06-08,Confirmed,7119487
2020-06-08,Deaths,406600
2020-06-08,Recovered,3237848
2020-06-09,Confirmed,7243018
2020-06-09,Deaths,411461
2020-06-09,Recovered,3319329
2020-06-10,Confirmed,7376659
2020-06-10,Deaths,416670
2020-06-10,Recovered,3397362
2020-06-11,Confirmed,7515050
2020-06-11,Deaths,421461
2020-06-11,Recovered,3482329
2020-06-12,Confirmed,7644586
2020-06-12,Deaths,425780
2020-06-12,Recovered,3561141
2020-06-13,Confirmed,7779207
2020-06-13,Deaths,430047
2020-06-13,Recovered,3646256
2020-06-14,Confirmed,7912752
2020-06-14,Deaths,433391
2020-06-14,Recovered,3716214
2020-06-15,Confirmed,8034787
2020-06-15,Deaths,436899
2020-06-15,Recovered,3795613
2020-06-16,Confirmed,8174568
2020-06-16,Deaths,443685
2020-06-16,Recovered,3893008
2020-06-17,Confirmed,8350578
2020-06-17,Deaths,448959
2020-06-17,Recovered,4010413
2020-06-18,Confirmed,8489604
2020-06-18,Deaths,453979
2020-06-18,Recovered,4091040
2020-06-19,Confirmed,8670951
2020-06-19,Deaths,460268
2020-06-19,Recovered,4185510
2020-06-20,Confirmed,8829814
2020-06-20,Deaths,464522
2020-06-20,Recovered,4300822
2020-06-21,Confirmed,8961235
2020-06-21,Deaths,468583
2020-06-21,Recovered,4369091
2020-06-22,Confirmed,9099271
2020-06-22,Deaths,472171
2020-06-22,Recovered,4460324
2020-06-23,Confirmed,9264657
2020-06-23,Deaths,477587
2020-06-23,Recovered,4563932
2020-06-24,Confirmed,9432072
2020-06-24,Deaths,482758
2020-06-24,Recovered,4679247
2020-06-25,Confirmed,9610551
2020-06-25,Deaths,489312
2020-06-25,Recovered,4771711
2020-06-26,Confirmed,9802294
2020-06-26,Deaths,494181
2020-06-26,Recovered,4878026
2020-06-27,Confirmed,9980257
2020-06-27,Deaths,498710
2020-06-27,Recovered,4984068
