date,state,fips,measure,data_quality_grade,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,Positive Test Metric,Positive Test Value
2020-07-05,WY,56,positive,B,5,120,2020,27,2020-07-05,Jul,7,2020-07-01,positive tests,1634
2020-07-05,WY,56,positive,B,5,120,2020,27,2020-07-05,Jul,7,2020-07-01,positive tests (7-day-avg),NA
2020-07-04,WY,56,positive,B,4,119,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,1606
2020-07-04,WY,56,positive,B,4,119,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),NA
2020-07-03,WY,56,positive,B,3,118,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,1582
2020-07-03,WY,56,positive,B,3,118,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),NA
2020-07-02,WY,56,positive,B,2,117,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,1550
2020-07-02,WY,56,positive,B,2,117,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),1546.142857142857
2020-07-01,WY,56,positive,B,1,116,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,1514
2020-07-01,WY,56,positive,B,1,116,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),1515.142857142857
2020-06-30,WY,56,positive,B,30,115,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,1487
2020-06-30,WY,56,positive,B,30,115,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),1484.5714285714287
2020-06-29,WY,56,positive,B,29,114,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,1450
2020-06-29,WY,56,positive,B,29,114,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),1454
2020-06-28,WY,56,positive,B,28,113,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,1417
2020-06-28,WY,56,positive,B,28,113,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),1422
2020-06-27,WY,56,positive,B,27,112,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,1392
2020-06-27,WY,56,positive,B,27,112,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1388.4285714285713
2020-06-26,WY,56,positive,B,26,111,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,1368
2020-06-26,WY,56,positive,B,26,111,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1355.142857142857
2020-06-25,WY,56,positive,B,25,110,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,1326
2020-06-25,WY,56,positive,B,25,110,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1323.7142857142858
2020-06-24,WY,56,positive,B,24,109,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,1279
2020-06-24,WY,56,positive,B,24,109,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1292.2857142857142
2020-06-23,WY,56,positive,C,23,108,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,1254
2020-06-23,WY,56,positive,C,23,108,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1261.857142857143
2020-06-22,WY,56,positive,C,22,107,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,1230
2020-06-22,WY,56,positive,C,22,107,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1234
2020-06-21,WY,56,positive,C,21,106,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,1197
2020-06-21,WY,56,positive,C,21,106,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),1208
2020-06-20,WY,56,positive,C,20,105,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,1179
2020-06-20,WY,56,positive,C,20,105,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1184.4285714285713
2020-06-19,WY,56,positive,C,19,104,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,1173
2020-06-19,WY,56,positive,C,19,104,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1160.857142857143
2020-06-18,WY,56,positive,C,18,103,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,1144
2020-06-18,WY,56,positive,C,18,103,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1136.5714285714287
2020-06-17,WY,56,positive,C,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,1114
2020-06-17,WY,56,positive,C,17,102,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1117
2020-06-16,WY,56,positive,C,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,1089
2020-06-16,WY,56,positive,C,16,101,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1098.5714285714287
2020-06-15,WY,56,positive,C,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,1060
2020-06-15,WY,56,positive,C,15,100,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1077.7142857142858
2020-06-14,WY,56,positive,C,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,1060
2020-06-14,WY,56,positive,C,14,99,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),1058.4285714285713
2020-06-13,WY,56,positive,C,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,1050
2020-06-13,WY,56,positive,C,13,98,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),1039.2857142857142
2020-06-12,WY,56,positive,C,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,1027
2020-06-12,WY,56,positive,C,12,97,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),1022.2857142857143
2020-06-11,WY,56,positive,C,11,96,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,1009
2020-06-11,WY,56,positive,C,11,96,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),1008
2020-06-10,WY,56,positive,C,10,95,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,980
2020-06-10,WY,56,positive,C,10,95,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),991.8571428571429
2020-06-09,WY,56,positive,C,9,94,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,970
2020-06-09,WY,56,positive,C,9,94,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),976
2020-06-08,WY,56,positive,C,8,93,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,960
2020-06-08,WY,56,positive,C,8,93,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),962.5714285714286
2020-06-07,WY,56,positive,C,7,92,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,947
2020-06-07,WY,56,positive,C,7,92,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),949.1428571428571
2020-06-06,WY,56,positive,C,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,939
2020-06-06,WY,56,positive,C,6,91,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),939.8571428571429
2020-06-05,WY,56,positive,C,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,933
2020-06-05,WY,56,positive,C,5,90,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),931.2857142857143
2020-06-04,WY,56,positive,C,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,915
2020-06-04,WY,56,positive,C,4,89,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),924.1428571428571
2020-06-03,WY,56,positive,C,3,88,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,915
2020-06-03,WY,56,positive,C,3,88,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),917.8571428571429
2020-06-02,WY,56,positive,C,2,87,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests,910
2020-06-02,WY,56,positive,C,2,87,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),912
2020-06-01,WY,56,positive,C,1,86,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests,910
2020-06-01,WY,56,positive,C,1,86,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),906
2020-05-31,WY,56,positive,C,31,85,2020,22,2020-05-31,May,5,2020-05-01,positive tests,903
2020-05-31,WY,56,positive,C,31,85,2020,22,2020-05-31,May,5,2020-05-01,positive tests (7-day-avg),900.1428571428571
2020-05-30,WY,56,positive,C,30,84,2020,22,2020-05-24,May,5,2020-05-01,positive tests,898
2020-05-30,WY,56,positive,C,30,84,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),890.8571428571429
2020-05-29,WY,56,positive,C,29,83,2020,22,2020-05-24,May,5,2020-05-01,positive tests,891
2020-05-29,WY,56,positive,C,29,83,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),882.2857142857143
2020-05-28,WY,56,positive,C,28,82,2020,22,2020-05-24,May,5,2020-05-01,positive tests,874
2020-05-28,WY,56,positive,C,28,82,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),872
2020-05-27,WY,56,positive,C,27,81,2020,22,2020-05-24,May,5,2020-05-01,positive tests,850
2020-05-27,WY,56,positive,C,27,81,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),859.1428571428571
2020-05-26,WY,56,positive,C,26,80,2020,21,2020-05-24,May,5,2020-05-01,positive tests,850
2020-05-26,WY,56,positive,C,26,80,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),847
2020-05-25,WY,56,positive,C,25,79,2020,21,2020-05-24,May,5,2020-05-01,positive tests,838
2020-05-25,WY,56,positive,C,25,79,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),834.4285714285714
2020-05-24,WY,56,positive,C,24,78,2020,21,2020-05-24,May,5,2020-05-01,positive tests,813
2020-05-24,WY,56,positive,C,24,78,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),822
2020-05-23,WY,56,positive,C,23,77,2020,21,2020-05-17,May,5,2020-05-01,positive tests,813
2020-05-23,WY,56,positive,C,23,77,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),813
2020-05-22,WY,56,positive,C,22,76,2020,21,2020-05-17,May,5,2020-05-01,positive tests,803
2020-05-22,WY,56,positive,C,22,76,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),801
2020-05-21,WY,56,positive,C,21,75,2020,21,2020-05-17,May,5,2020-05-01,positive tests,787
2020-05-21,WY,56,positive,C,21,75,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),789
2020-05-20,WY,56,positive,C,20,74,2020,21,2020-05-17,May,5,2020-05-01,positive tests,787
2020-05-20,WY,56,positive,C,20,74,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),780.5714285714286
2020-05-19,WY,56,positive,B,19,73,2020,20,2020-05-17,May,5,2020-05-01,positive tests,766
2020-05-19,WY,56,positive,B,19,73,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),766.7142857142857
2020-05-18,WY,56,positive,B,18,72,2020,20,2020-05-17,May,5,2020-05-01,positive tests,754
2020-05-18,WY,56,positive,B,18,72,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),754.1428571428571
2020-05-17,WY,56,positive,B,17,71,2020,20,2020-05-17,May,5,2020-05-01,positive tests,754
2020-05-17,WY,56,positive,B,17,71,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),741.8571428571429
2020-05-16,WY,56,positive,B,16,70,2020,20,2020-05-10,May,5,2020-05-01,positive tests,716
2020-05-16,WY,56,positive,B,16,70,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),725.8571428571429
2020-05-15,WY,56,positive,B,15,69,2020,20,2020-05-10,May,5,2020-05-01,positive tests,715
2020-05-15,WY,56,positive,B,15,69,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),712.8571428571429
2020-05-14,WY,56,positive,B,14,68,2020,20,2020-05-10,May,5,2020-05-01,positive tests,701
2020-05-14,WY,56,positive,B,14,68,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),699.7142857142857
2020-05-13,WY,56,positive,B,13,67,2020,20,2020-05-10,May,5,2020-05-01,positive tests,675
2020-05-13,WY,56,positive,B,13,67,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),686.4285714285714
2020-05-12,WY,56,positive,B,12,66,2020,19,2020-05-10,May,5,2020-05-01,positive tests,675
2020-05-12,WY,56,positive,B,12,66,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),676.1428571428571
2020-05-11,WY,56,positive,C,11,65,2020,19,2020-05-10,May,5,2020-05-01,positive tests,662
2020-05-11,WY,56,positive,C,11,65,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),664.7142857142857
2020-05-10,WY,56,positive,C,10,64,2020,19,2020-05-10,May,5,2020-05-01,positive tests,661
2020-05-10,WY,56,positive,C,10,64,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),654.7142857142857
2020-05-09,WY,56,positive,C,9,63,2020,19,2020-05-03,May,5,2020-05-01,positive tests,644
2020-05-09,WY,56,positive,C,9,63,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),644.5714285714286
2020-05-08,WY,56,positive,C,8,62,2020,19,2020-05-03,May,5,2020-05-01,positive tests,635
2020-05-08,WY,56,positive,C,8,62,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),633.2857142857143
2020-05-07,WY,56,positive,C,7,61,2020,19,2020-05-03,May,5,2020-05-01,positive tests,631
2020-05-07,WY,56,positive,C,7,61,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),622.4285714285714
2020-05-06,WY,56,positive,C,6,60,2020,19,2020-05-03,May,5,2020-05-01,positive tests,604
2020-05-06,WY,56,positive,C,6,60,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),610.7142857142857
2020-05-05,WY,56,positive,C,5,59,2020,18,2020-05-03,May,5,2020-05-01,positive tests,596
2020-05-05,WY,56,positive,C,5,59,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),599.5714285714286
2020-05-04,WY,56,positive,C,4,58,2020,18,2020-05-03,May,5,2020-05-01,positive tests,586
2020-05-04,WY,56,positive,C,4,58,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),588.7142857142857
2020-05-03,WY,56,positive,C,3,57,2020,18,2020-05-03,May,5,2020-05-01,positive tests,579
2020-05-03,WY,56,positive,C,3,57,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),576.2857142857143
2020-05-02,WY,56,positive,C,2,56,2020,18,2020-04-26,May,5,2020-04-01,positive tests,566
2020-05-02,WY,56,positive,C,2,56,2020,18,2020-04-26,May,5,2020-04-01,positive tests (7-day-avg),566.5714285714286
2020-05-01,WY,56,positive,C,1,55,2020,18,2020-04-26,May,5,2020-04-01,positive tests,559
2020-05-01,WY,56,positive,C,1,55,2020,18,2020-04-26,May,5,2020-04-01,positive tests (7-day-avg),537
2020-04-30,WY,56,positive,C,30,54,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests,544
2020-04-30,WY,56,positive,C,30,54,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),506.14285714285717
2020-04-29,WY,56,positive,C,29,53,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests,536
2020-04-29,WY,56,positive,C,29,53,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),475.14285714285717
2020-04-28,WY,56,positive,C,28,52,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,389
2020-04-28,WY,56,positive,C,28,52,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),444.14285714285717
2020-04-27,WY,56,positive,C,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,370
2020-04-27,WY,56,positive,C,27,51,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),414.14285714285717
2020-04-26,WY,56,positive,C,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,362
2020-04-26,WY,56,positive,C,26,50,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),383
2020-04-25,WY,56,positive,C,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,349
2020-04-25,WY,56,positive,C,25,49,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),352.42857142857144
2020-04-24,WY,56,positive,A,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,349
2020-04-24,WY,56,positive,A,24,48,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),342.57142857142856
2020-04-23,WY,56,positive,A,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,326
2020-04-23,WY,56,positive,A,23,47,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),334.42857142857144
2020-04-22,WY,56,positive,A,22,46,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,322
2020-04-22,WY,56,positive,A,22,46,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),326.85714285714283
2020-04-21,WY,56,positive,A,21,45,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,320
2020-04-21,WY,56,positive,A,21,45,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),320.57142857142856
2020-04-20,WY,56,positive,A,20,44,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,313
2020-04-20,WY,56,positive,A,20,44,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),313
2020-04-19,WY,56,positive,A,19,43,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,309
2020-04-19,WY,56,positive,A,19,43,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),308.7142857142857
2020-04-18,WY,56,positive,A,18,42,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,305
2020-04-18,WY,56,positive,A,18,42,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),303.7142857142857
2020-04-17,WY,56,positive,A,17,41,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,296
2020-04-17,WY,56,positive,A,17,41,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),297.2857142857143
2020-04-16,WY,56,positive,A,16,40,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,296
2020-04-16,WY,56,positive,A,16,40,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),291.85714285714283
2020-04-15,WY,56,positive,A,15,39,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,287
2020-04-15,WY,56,positive,A,15,39,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),285
2020-04-14,WY,56,positive,A,14,38,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,275
2020-04-14,WY,56,positive,A,14,38,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),278.7142857142857
2020-04-13,WY,56,positive,A,13,37,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,275
2020-04-13,WY,56,positive,A,13,37,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),272.57142857142856
2020-04-12,WY,56,positive,A,12,36,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,261
2020-04-12,WY,56,positive,A,12,36,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),263.14285714285717
2020-04-11,WY,56,positive,A,11,35,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,261
2020-04-11,WY,56,positive,A,11,35,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),253.71428571428572
2020-04-10,WY,56,positive,A,10,34,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,253
2020-04-10,WY,56,positive,A,10,34,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),245.28571428571428
2020-04-09,WY,56,positive,A,9,33,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,230
2020-04-09,WY,56,positive,A,9,33,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),236
2020-04-08,WY,56,positive,A,8,32,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,221
2020-04-08,WY,56,positive,A,8,32,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),226.85714285714286
2020-04-07,WY,56,positive,A,7,31,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,216
2020-04-07,WY,56,positive,A,7,31,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),216.28571428571428
2020-04-06,WY,56,positive,A,6,30,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,210
2020-04-06,WY,56,positive,A,6,30,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),203.28571428571428
2020-04-05,WY,56,positive,A,5,29,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,197
2020-04-05,WY,56,positive,A,5,29,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),191.85714285714286
2020-04-04,WY,56,positive,A,4,28,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,187
2020-04-04,WY,56,positive,A,4,28,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),178.85714285714286
2020-04-03,WY,56,positive,A,3,27,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,162
2020-04-03,WY,56,positive,A,3,27,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),163.57142857142858
2020-04-02,WY,56,positive,A,2,26,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,150
2020-04-02,WY,56,positive,A,2,26,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),147
2020-04-01,WY,56,positive,A,1,25,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,130
2020-04-01,WY,56,positive,A,1,25,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),131.14285714285714
2020-03-31,WY,56,positive,A,31,24,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,109
2020-03-31,WY,56,positive,A,31,24,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),116.14285714285714
2020-03-30,WY,56,positive,A,30,23,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,94
2020-03-30,WY,56,positive,A,30,23,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),103
2020-03-29,WY,56,positive,A,29,22,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,86
2020-03-29,WY,56,positive,A,29,22,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),89.14285714285714
2020-03-28,WY,56,positive,A,28,21,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,82
2020-03-28,WY,56,positive,A,28,21,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),76.85714285714286
2020-03-27,WY,56,positive,A,27,20,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,70
2020-03-27,WY,56,positive,A,27,20,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),65.42857142857143
2020-03-26,WY,56,positive,A,26,19,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,53
2020-03-26,WY,56,positive,A,26,19,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),55.714285714285715
2020-03-25,WY,56,positive,A,25,18,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,44
2020-03-25,WY,56,positive,A,25,18,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),46.857142857142854
2020-03-24,WY,56,positive,A,24,17,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,29
2020-03-24,WY,56,positive,A,24,17,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),38.42857142857143
2020-03-23,WY,56,positive,A,23,16,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,26
2020-03-23,WY,56,positive,A,23,16,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),31.142857142857142
2020-03-22,WY,56,positive,NA,22,15,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,24
2020-03-22,WY,56,positive,NA,22,15,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),26.142857142857142
2020-03-21,WY,56,positive,NA,21,14,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,23
2020-03-21,WY,56,positive,NA,21,14,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),22
2020-03-20,WY,56,positive,NA,20,13,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,19
2020-03-20,WY,56,positive,NA,20,13,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),19.285714285714285
2020-03-19,WY,56,positive,NA,19,12,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,18
2020-03-19,WY,56,positive,NA,19,12,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),16
2020-03-18,WY,56,positive,NA,18,11,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,15
2020-03-18,WY,56,positive,NA,18,11,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),13
2020-03-17,WY,56,positive,NA,17,10,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,10
2020-03-17,WY,56,positive,NA,17,10,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),10
2020-03-16,WY,56,positive,NA,16,9,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,3
2020-03-16,WY,56,positive,NA,16,9,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),7.428571428571429
2020-03-15,WY,56,positive,NA,15,8,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,3
2020-03-15,WY,56,positive,NA,15,8,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),5
2020-03-14,WY,56,positive,NA,14,7,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,2
2020-03-14,WY,56,positive,NA,14,7,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),2.857142857142857
2020-03-13,WY,56,positive,NA,13,6,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,1
2020-03-13,WY,56,positive,NA,13,6,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),1.4285714285714286
2020-03-12,WY,56,positive,NA,12,5,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,1
2020-03-12,WY,56,positive,NA,12,5,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),1
2020-03-11,WY,56,positive,NA,11,4,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,0
2020-03-11,WY,56,positive,NA,11,4,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),0.5714285714285714
2020-03-10,WY,56,positive,NA,10,3,2020,10,2020-03-08,Mar,3,2020-03-01,positive tests,0
2020-03-10,WY,56,positive,NA,10,3,2020,10,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),0.2857142857142857
2020-03-09,WY,56,positive,NA,9,2,2020,10,2020-03-08,Mar,3,2020-03-01,positive tests,0
2020-03-09,WY,56,positive,NA,9,2,2020,10,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),NA
