State,polygon,long,lat
Northern Territory,32,136.6531067,-15.7920971
Northern Territory,32,136.6705017,-15.7941465
Northern Territory,32,136.6768646,-15.8148375
Northern Territory,32,136.6951447,-15.8305664
Northern Territory,32,136.7129517,-15.8550072
Northern Territory,32,136.7146606,-15.8772574
Northern Territory,32,136.6916199,-15.8970881
Northern Territory,32,136.7063751,-15.9312277
Northern Territory,32,136.7294922,-15.9323978
Northern Territory,32,136.7695007,-15.8896666
Northern Territory,32,136.7732086,-15.9063864
Northern Territory,32,136.8239899,-15.8996859
Northern Territory,32,136.8377533,-15.9087458
Northern Territory,32,136.8549194,-15.9067354
Northern Territory,32,136.8703919,-15.9228849
Northern Territory,32,136.90625,-15.9270048
Northern Territory,32,136.9167633,-15.9358244
Northern Territory,32,136.9265747,-15.9232941
Northern Territory,32,136.9166565,-15.9141436
Northern Territory,32,136.9137573,-15.8981047
Northern Territory,32,136.9309235,-15.8851337
Northern Territory,32,136.9547424,-15.8742037
Northern Territory,32,136.9779816,-15.8509531
Northern Territory,32,136.9896393,-15.876483
Northern Territory,32,137.0041199,-15.8744631
Northern Territory,32,137.0480957,-15.9222527
Northern Territory,32,137.0835724,-15.9441624
Northern Territory,32,137.1101685,-15.9551621
Northern Territory,32,137.1195221,-15.9534321
Northern Territory,32,137.1579285,-15.9694614
Northern Territory,32,137.2074127,-16.0005112
Northern Territory,32,137.2505798,-16.00984
Northern Territory,32,137.2855072,-16.0599995
Northern Territory,32,137.3046722,-16.0778599
Northern Territory,32,137.3084564,-16.0900898
Northern Territory,32,137.3303223,-16.1049099
Northern Territory,32,137.3672791,-16.1218586
Northern Territory,32,137.38839720000001,-16.1266174
Northern Territory,32,137.4091949,-16.1443176
Northern Territory,32,137.4257202,-16.1392574
Northern Territory,32,137.4540863,-16.1465378
Northern Territory,32,137.4854279,-16.1636562
Northern Territory,32,137.507309,-16.1647625
Northern Territory,32,137.5456848,-16.1750031
Northern Territory,32,137.5514679,-16.1689529
Northern Territory,32,137.6015472,-16.1849022
Northern Territory,32,137.6534424,-16.2076321
Northern Territory,32,137.6806183,-16.2223225
Northern Territory,32,137.7296753,-16.2322521
Northern Territory,32,137.7494049,-16.2649708
Northern Territory,32,137.7688446,-16.2857208
Northern Territory,32,137.789856,-16.3260002
Northern Territory,32,137.8045349,-16.3402901
Northern Territory,32,137.8140564,-16.3581715
Northern Territory,32,137.8298035,-16.3717804
Northern Territory,32,137.8620148,-16.4227104
Northern Territory,32,137.8856964,-16.4451504
Northern Territory,32,137.9396362,-16.4846191
Northern Territory,32,137.9516449,-16.50317
Northern Territory,32,138.0011749,-16.5445099
Northern Territory,32,138.0011902,-16.6665096
Northern Territory,32,138.0011902,-17.1525078
Northern Territory,32,138.0012054,-17.3965073
Northern Territory,32,138.0011902,-17.6113644
Northern Territory,32,138.0011902,-17.9985065
Northern Territory,32,138.0011902,-18.1816349
Northern Territory,32,138.0011902,-18.5625057
Northern Territory,32,138.0011902,-18.6465073
Northern Territory,32,137.9966126,-18.8682194
Northern Territory,32,137.9959564,-18.9985065
Northern Territory,32,137.9960785,-19.2933388
Northern Territory,32,137.9962311,-19.6021728
Northern Territory,32,137.9963532,-19.8521271
Northern Territory,32,137.9964294,-20.0063877
Northern Territory,32,137.996582,-20.2244263
Northern Territory,32,137.9967499,-20.5063667
Northern Territory,32,137.9968872,-20.7451115
Northern Territory,32,137.9970093,-20.9399757
Northern Territory,32,137.9972076,-21.2563362
Northern Territory,32,137.9973602,-21.5063267
Northern Territory,32,137.997467,-21.6819572
Northern Territory,32,137.9976654,-22.0018673
Northern Territory,32,137.9979096,-22.4185181
Northern Territory,32,137.9981232,-22.7675285
Northern Territory,32,137.9982605,-22.9998684
Northern Territory,32,137.9983673,-23.4165268
Northern Territory,32,137.9984283,-23.5831871
Northern Territory,32,137.9984894,-23.8331776
Northern Territory,32,137.9985199,-23.9646873
Northern Territory,32,137.9985962,-24.2498283
Northern Territory,32,137.9987488,-24.8331299
Northern Territory,32,137.9987946,-24.9985104
Northern Territory,32,137.9989471,-25.583107
Northern Territory,32,137.999054,-25.9968662
Northern Territory,33,130.1058807,-13.2084589
Northern Territory,33,130.1031494,-13.2231588
Northern Territory,33,130.0845337,-13.2073793
Northern Territory,33,130.0893555,-13.1940289
Northern Territory,33,130.1008911,-13.1932192
Northern Territory,33,130.1058807,-13.2084589
Northern Territory,34,130.0192718,-13.1689701
Northern Territory,34,130.0300598,-13.1528997
Northern Territory,34,130.057663,-13.1520596
Northern Territory,34,130.0750122,-13.1712398
Northern Territory,34,130.0681,-13.1824398
Northern Territory,34,130.0448914,-13.1764994
Northern Territory,34,130.0217133,-13.1802702
Northern Territory,34,130.0192718,-13.1689701
Northern Territory,35,136.076828,-13.4850779
Northern Territory,35,136.076004,-13.4620276
Northern Territory,35,136.0873566,-13.4528179
Northern Territory,35,136.1076508,-13.460578
Northern Territory,35,136.1064453,-13.4716473
Northern Territory,35,136.0817261,-13.4727879
Northern Territory,35,136.076828,-13.4850779
Northern Territory,36,136.1448822,-13.5052376
Northern Territory,36,136.1351929,-13.5003376
Northern Territory,36,136.12387089999999,-13.4722776
Northern Territory,36,136.1332092,-13.4623775
Northern Territory,36,136.1316681,-13.4271278
Northern Territory,36,136.14175410000001,-13.4191475
Northern Territory,36,136.1275177,-13.3899174
Northern Territory,36,136.1358032,-13.375968
Northern Territory,36,136.1627655,-13.4186573
Northern Territory,36,136.1803894,-13.4262972
Northern Territory,36,136.1771088,-13.4375773
Northern Territory,36,136.1951904,-13.4533472
Northern Territory,36,136.1678619,-13.471777
Northern Territory,36,136.1510315,-13.468317
Northern Territory,36,136.143219,-13.4863672
Northern Territory,36,136.1569367,-13.4920673
Northern Territory,36,136.1668701,-13.5081167
Northern Territory,36,136.1660614,-13.5222568
Northern Territory,36,136.1518707,-13.5205069
Northern Territory,36,136.1448822,-13.5052376
Northern Territory,37,136.5280914,-13.7099924
Northern Territory,37,136.538559,-13.7389021
Northern Territory,37,136.5318603,-13.7504721
Northern Territory,37,136.5414581,-13.7733917
Northern Territory,37,136.5195312,-13.7927322
Northern Territory,37,136.4981384,-13.7820625
Northern Territory,37,136.4920654,-13.7621727
Northern Territory,37,136.4727936,-13.7503834
Northern Territory,37,136.4663544,-13.7376032
Northern Territory,37,136.4715881,-13.7201033
Northern Territory,37,136.4962158,-13.7158728
Northern Territory,37,136.5145874,-13.7185631
Northern Territory,37,136.5280914,-13.7099924
Northern Territory,38,136.2451782,-13.5874166
Northern Territory,38,136.246521,-13.5997066
Northern Territory,38,136.2251587,-13.6006565
Northern Territory,38,136.2338867,-13.5777464
Northern Territory,38,136.2451782,-13.5874166
Northern Territory,39,136.4356842,-13.888073
Northern Territory,39,136.4290161,-13.8693132
Northern Territory,39,136.4087372,-13.8464432
Northern Territory,39,136.4088745,-13.8317633
Northern Territory,39,136.4225769,-13.8156433
Northern Territory,39,136.4347076,-13.8151131
Northern Territory,39,136.4616089,-13.8324633
Northern Territory,39,136.4946594,-13.8384123
Northern Territory,39,136.5194244,-13.8275318
Northern Territory,39,136.5254059,-13.8200121
Northern Territory,39,136.523819,-13.7915325
Northern Territory,39,136.5414429,-13.787632
Northern Territory,39,136.5392151,-13.8140421
Northern Territory,39,136.5544128,-13.8198414
Northern Territory,39,136.5839386,-13.8086119
Northern Territory,39,136.599762,-13.8070412
Northern Territory,39,136.594101,-13.7870312
Northern Territory,39,136.6244202,-13.7907715
Northern Territory,39,136.63168339999999,-13.7674408
Northern Territory,39,136.6149902,-13.761301
Northern Territory,39,136.6181488,-13.7441711
Northern Territory,39,136.6106415,-13.7325716
Northern Territory,39,136.5893097,-13.7250214
Northern Territory,39,136.5923614,-13.6965818
Northern Territory,39,136.6001739,-13.6850119
Northern Territory,39,136.6176453,-13.6788816
Northern Territory,39,136.6280212,-13.6902418
Northern Territory,39,136.6193542,-13.7083511
Northern Territory,39,136.6618652,-13.7041111
Northern Territory,39,136.6764984,-13.6974611
Northern Territory,39,136.680481,-13.6775007
Northern Territory,39,136.69754029999999,-13.6633911
Northern Territory,39,136.7273865,-13.6666107
Northern Territory,39,136.7309723,-13.6870203
Northern Territory,39,136.71987910000001,-13.7177401
Northern Territory,39,136.7050934,-13.7169208
Northern Territory,39,136.6810761,-13.7394209
Northern Territory,39,136.697052,-13.7749205
Northern Territory,39,136.727478,-13.7757797
Northern Territory,39,136.7147369,-13.7882996
Northern Territory,39,136.7164001,-13.8092098
Northern Territory,39,136.7289124,-13.81915
Northern Territory,39,136.7237396,-13.840909
Northern Territory,39,136.7536468,-13.8323593
Northern Territory,39,136.7652435,-13.8413782
Northern Territory,39,136.7967224,-13.8536577
Northern Territory,39,136.811615,-13.8557758
Northern Territory,39,136.8391571,-13.8397379
Northern Territory,39,136.8452759,-13.8135776
Northern Territory,39,136.8326416,-13.8022881
Northern Territory,39,136.8393097,-13.7803078
Northern Territory,39,136.8391724,-13.7546682
Northern Territory,39,136.8446655,-13.7491779
Northern Territory,39,136.8709412,-13.7566175
Northern Territory,39,136.8886566,-13.7539377
Northern Territory,39,136.9052124,-13.7641277
Northern Territory,39,136.914032,-13.7894974
Northern Territory,39,136.9120331,-13.8075571
Northern Territory,39,136.8840027,-13.8428068
Northern Territory,39,136.85849,-13.8932161
Northern Territory,39,136.8574219,-13.9108267
Northern Territory,39,136.8211212,-13.9082766
Northern Territory,39,136.8125916,-13.9041367
Northern Territory,39,136.7909851,-13.9163876
Northern Territory,39,136.7708893,-13.9511271
Northern Territory,39,136.7618103,-13.9985475
Northern Territory,39,136.7680359,-14.0148468
Northern Territory,39,136.7789764,-14.0239267
Northern Territory,39,136.8059235,-14.0208464
Northern Territory,39,136.8075562,-14.0358563
Northern Territory,39,136.7921753,-14.0366669
Northern Territory,39,136.7752533,-14.0461865
Northern Territory,39,136.7664185,-14.0430965
Northern Territory,39,136.7513886,-14.0580273
Northern Territory,39,136.7460785,-14.0858574
Northern Territory,39,136.7328186,-14.0652971
Northern Territory,39,136.7026672,-14.1068468
Northern Territory,39,136.7002106,-14.1243172
Northern Territory,39,136.7143555,-14.1523266
Northern Territory,39,136.7054138,-14.1639166
Northern Territory,39,136.7262573,-14.1891661
Northern Territory,39,136.7527466,-14.1862259
Northern Territory,39,136.7632751,-14.1957159
Northern Territory,39,136.7854309,-14.1931162
Northern Territory,39,136.7886352,-14.1863756
Northern Territory,39,136.7708893,-14.169466
Northern Territory,39,136.7821503,-14.1643362
Northern Territory,39,136.7811584,-14.1511965
Northern Territory,39,136.8021393,-14.1540661
Northern Territory,39,136.8127747,-14.1651554
Northern Territory,39,136.8429413,-14.1830749
Northern Territory,39,136.8553314,-14.2078152
Northern Territory,39,136.88058470000001,-14.2091751
Northern Territory,39,136.8955688,-14.2015848
Northern Territory,39,136.9047546,-14.1809349
Northern Territory,39,136.9181366,-14.1629648
Northern Territory,39,136.9451752,-14.1570749
Northern Territory,39,136.9595032,-14.1646147
Northern Territory,39,136.9541016,-14.1931343
Northern Territory,39,136.940155,-14.1891947
Northern Territory,39,136.9342804,-14.2037144
Northern Territory,39,136.9444428,-14.2132139
Northern Territory,39,136.9562378,-14.2467642
Northern Territory,39,136.9407196,-14.260354
Northern Territory,39,136.9466858,-14.2776937
Northern Territory,39,136.9273834,-14.2939138
Northern Territory,39,136.9095612,-14.2849245
Northern Territory,39,136.8908997,-14.3079138
Northern Territory,39,136.8671417,-14.2836247
Northern Territory,39,136.8530884,-14.2787743
Northern Territory,39,136.842804,-14.2951345
Northern Territory,39,136.8276977,-14.2774248
Northern Territory,39,136.7834015,-14.2601852
Northern Territory,39,136.7360077,-14.2595758
Northern Territory,39,136.684433,-14.2837267
Northern Territory,39,136.6498871,-14.296217
Northern Territory,39,136.6348419,-14.2844772
Northern Territory,39,136.6323852,-14.2676573
Northern Territory,39,136.5405121,-14.2541485
Northern Territory,39,136.5245972,-14.233819
Northern Territory,39,136.4908142,-14.237009
Northern Territory,39,136.4555054,-14.21805
Northern Territory,39,136.4536133,-14.20788
Northern Territory,39,136.4373474,-14.1963005
Northern Territory,39,136.3955536,-14.2023306
Northern Territory,39,136.3565826,-14.2201109
Northern Territory,39,136.32699589999999,-14.2435017
Northern Territory,39,136.3244629,-14.2133217
Northern Territory,39,136.3430633,-14.2022915
Northern Territory,39,136.397995,-14.1779003
Northern Territory,39,136.4171753,-14.1631403
Northern Territory,39,136.4189453,-14.1457205
Northern Territory,39,136.4429169,-14.1153307
Northern Territory,39,136.4290466,-14.0913114
Northern Territory,39,136.4299164,-14.0772915
Northern Territory,39,136.4202423,-14.0650015
Northern Territory,39,136.4219055,-14.0465717
Northern Territory,39,136.4156494,-14.0152721
Northern Territory,39,136.416687,-13.9912624
Northern Territory,39,136.4081574,-13.9763317
Northern Territory,39,136.4208374,-13.9502726
Northern Territory,39,136.4356842,-13.888073
Northern Territory,40,136.1986999,-13.8524551
Northern Territory,40,136.2104645,-13.829566
Northern Territory,40,136.206253,-13.8109961
Northern Territory,40,136.1890869,-13.7948055
Northern Territory,40,136.1909027,-13.771656
Northern Territory,40,136.1690674,-13.769206
Northern Territory,40,136.1447296,-13.7853861
Northern Territory,40,136.16922,-13.8206062
Northern Territory,40,136.1682434,-13.8346062
Northern Territory,40,136.1278839,-13.8358164
Northern Territory,40,136.1065521,-13.8175468
Northern Territory,40,136.1164703,-13.798377
Northern Territory,40,136.1189117,-13.7813168
Northern Territory,40,136.1112518,-13.7705669
Northern Territory,40,136.1091614,-13.7422066
Northern Territory,40,136.11941529999999,-13.722477
Northern Territory,40,136.1310425,-13.7384472
Northern Territory,40,136.1452179,-13.747427
Northern Territory,40,136.1720276,-13.7492266
Northern Territory,40,136.1816711,-13.7362661
Northern Territory,40,136.1736145,-13.7274265
Northern Territory,40,136.1771393,-13.7090263
Northern Territory,40,136.190033,-13.6955166
Northern Territory,40,136.187439,-13.6751766
Northern Territory,40,136.1996155,-13.6652861
Northern Territory,40,136.2252808,-13.6632261
Northern Territory,40,136.2533112,-13.6772156
Northern Territory,40,136.2523193,-13.6930256
Northern Territory,40,136.2690888,-13.6937361
Northern Territory,40,136.2750397,-13.7058659
Northern Territory,40,136.2928467,-13.7078457
Northern Territory,40,136.2964783,-13.7288656
Northern Territory,40,136.2844086,-13.7405748
Northern Territory,40,136.2599029,-13.7414055
Northern Territory,40,136.2548676,-13.7596855
Northern Territory,40,136.273941,-13.7599754
Northern Territory,40,136.2781372,-13.7838154
Northern Territory,40,136.2599945,-13.784215
Northern Territory,40,136.2595673,-13.8089447
Northern Territory,40,136.2546387,-13.8320847
Northern Territory,40,136.2407684,-13.8469248
Northern Territory,40,136.2047119,-13.856885
Northern Territory,40,136.1986999,-13.8524551
Northern Territory,41,136.6618652,-13.6793613
Northern Territory,41,136.6655579,-13.6543112
Northern Territory,41,136.6784821,-13.6564608
Northern Territory,41,136.6742249,-13.6804914
Northern Territory,41,136.6618652,-13.6793613
Northern Territory,42,136.1061249,-12.1851816
Northern Territory,42,136.1215973,-12.1679716
Northern Territory,42,136.1508942,-12.1758318
Northern Territory,42,136.1515045,-12.1944819
Northern Territory,42,136.1102905,-12.1990824
Northern Territory,42,136.1061249,-12.1851816
Northern Territory,43,132.3527222,-12.1888828
Northern Territory,43,132.3444977,-12.1721525
Northern Territory,43,132.3584137,-12.1602125
Northern Territory,43,132.3587036,-12.1844931
Northern Territory,43,132.3527222,-12.1888828
Northern Territory,44,136.7966919,-12.1078539
Northern Territory,44,136.7970734,-12.0887737
Northern Territory,44,136.8239746,-12.0727835
Northern Territory,44,136.8219299,-12.1154633
Northern Territory,44,136.827301,-12.1299238
Northern Territory,44,136.8150024,-12.1410837
Northern Territory,44,136.8014831,-12.1309042
Northern Territory,44,136.7966919,-12.1078539
Northern Territory,45,136.0271606,-12.134223
Northern Territory,45,136.0260773,-12.1035824
Northern Territory,45,136.0355835,-12.0926027
Northern Territory,45,136.0403595,-12.1306925
Northern Territory,45,136.0271606,-12.134223
Northern Territory,46,131.0020599,-12.1178875
Northern Territory,46,131.0232544,-12.0993185
Northern Territory,46,131.0467072,-12.0940533
Northern Territory,46,131.0647736,-12.1049328
Northern Territory,46,131.0715179,-12.1181707
Northern Territory,46,131.0592041,-12.1266546
Northern Territory,46,131.0305023,-12.1299124
Northern Territory,46,131.0020599,-12.1178875
Northern Territory,47,132.3816681,-12.0735226
Northern Territory,47,132.4013977,-12.0761633
Northern Territory,47,132.4147949,-12.0922232
Northern Territory,47,132.4219666,-12.1205835
Northern Territory,47,132.4112701,-12.1382933
Northern Territory,47,132.387497,-12.1389227
Northern Territory,47,132.3509369,-12.108923
Northern Territory,47,132.3360748,-12.085743
Northern Territory,47,132.3608704,-12.0830832
Northern Territory,47,132.3816681,-12.0735226
Northern Territory,48,134.1732025,-12.1097584
Northern Territory,48,134.1654511,-12.0992985
Northern Territory,48,134.1726685,-12.0893984
Northern Territory,48,134.1852875,-12.0961084
Northern Territory,48,134.1732025,-12.1097584
Northern Territory,49,134.8467255,-12.0095816
Northern Territory,49,134.8653565,-12.0241108
Northern Territory,49,134.853302,-12.0371113
Northern Territory,49,134.8293304,-12.0279417
Northern Territory,49,134.8355713,-12.007081
Northern Territory,49,134.8467255,-12.0095816
Northern Territory,50,131.1221924,-12.0179453
Northern Territory,50,131.094986,-12.0216017
Northern Territory,50,131.0838776,-12.0145359
Northern Territory,50,131.1271362,-12.0009613
Northern Territory,50,131.1221924,-12.0179453
Northern Territory,51,134.9242096,-12.1088037
Northern Territory,51,134.9126282,-12.1301708
Northern Territory,51,134.9000702,-12.1388807
Northern Territory,51,134.8718262,-12.1272707
Northern Territory,51,134.8639679,-12.1101608
Northern Territory,51,134.8650665,-12.0679808
Northern Territory,51,134.8469696,-12.047451
Northern Territory,51,134.8539124,-12.0409508
Northern Territory,51,134.8836212,-12.0626106
Northern Territory,51,134.9063873,-12.0654507
Northern Territory,51,134.9292602,-12.0906706
Northern Territory,51,134.9242096,-12.1088037
Northern Territory,52,131.0027313,-12.0535193
Northern Territory,52,131.0125732,-12.0411892
Northern Territory,52,131.0512237,-12.030489
Northern Territory,52,131.0632935,-12.0339594
Northern Territory,52,131.0580444,-12.0497894
Northern Territory,52,131.0307465,-12.0583191
Northern Territory,52,131.0027313,-12.0535193
Northern Territory,53,135.0004578,-12.07903
Northern Territory,53,134.9895782,-12.0938301
Northern Territory,53,134.9814453,-12.0740099
Northern Territory,53,135.0004578,-12.07903
Northern Territory,54,131.0625763,-12.0704489
Northern Territory,54,131.0983429,-12.0527487
Northern Territory,54,131.1248779,-12.0557394
Northern Territory,54,131.1228485,-12.070199
Northern Territory,54,131.0863495,-12.0759392
Northern Territory,54,131.0625763,-12.0704489
Northern Territory,55,134.9092865,-12.0319605
Northern Territory,55,134.9119415,-12.0218706
Northern Territory,55,134.9543457,-12.0142307
Northern Territory,55,134.9814148,-12.0343304
Northern Territory,55,134.961853,-12.05441
Northern Territory,55,134.9440155,-12.0626106
Northern Territory,55,134.9367676,-12.0485401
Northern Territory,55,134.9092865,-12.0319605
Northern Territory,56,136.1318359,-12.0545616
Northern Territory,56,136.1290436,-12.034792
Northern Territory,56,136.1603546,-12.0403814
Northern Territory,56,136.1735687,-12.0256615
Northern Territory,56,136.1992645,-12.0159912
Northern Territory,56,136.2159729,-12.0339003
Northern Territory,56,136.2379608,-12.0244999
Northern Territory,56,136.2666016,-12.0058899
Northern Territory,56,136.2857361,-11.9741097
Northern Territory,56,136.3131714,-11.9770393
Northern Territory,56,136.3170624,-11.9966297
Northern Territory,56,136.313324,-12.0071392
Northern Territory,56,136.2717133,-12.03403
Northern Territory,56,136.2428131,-12.0417805
Northern Territory,56,136.2301025,-12.0525503
Northern Territory,56,136.2082977,-12.0561008
Northern Territory,56,136.1958008,-12.0633707
Northern Territory,56,136.1959381,-12.0758009
Northern Territory,56,136.1780243,-12.0768614
Northern Territory,56,136.1651611,-12.0666008
Northern Territory,56,136.1283112,-12.0736818
Northern Territory,56,136.1318359,-12.0545616
Northern Territory,57,134.7981262,-12.0174818
Northern Territory,57,134.8119202,-12.0189419
Northern Territory,57,134.8154755,-12.0304413
Northern Territory,57,134.8032379,-12.0372219
Northern Territory,57,134.7981262,-12.0174818
Northern Territory,58,135.0569458,-11.9545097
Northern Territory,58,135.0470276,-11.9406796
Northern Territory,58,135.0528259,-11.9223995
Northern Territory,58,135.082016,-11.9160795
Northern Territory,58,135.1025391,-11.9199991
Northern Territory,58,135.1219025,-11.9297886
Northern Territory,58,135.1044006,-11.943059
Northern Territory,58,135.0917816,-11.9410896
Northern Territory,58,135.0809631,-11.9494095
Northern Territory,58,135.0569458,-11.9545097
Northern Territory,59,136.3776093,-11.9036789
Northern Territory,59,136.4105225,-11.8774481
Northern Territory,59,136.4269257,-11.8720083
Northern Territory,59,136.4315338,-11.894268
Northern Territory,59,136.4088135,-11.8936081
Northern Territory,59,136.3860016,-11.9066086
Northern Territory,59,136.3776093,-11.9036789
Northern Territory,60,135.9447022,-11.9023733
Northern Territory,60,135.9411621,-11.8810129
Northern Territory,60,135.9784699,-11.8592329
Northern Territory,60,135.9568634,-11.8989925
Northern Territory,60,135.9447022,-11.9023733
Northern Territory,61,136.4695892,-11.8536777
Northern Territory,61,136.4696808,-11.8276882
Northern Territory,61,136.4798737,-11.8190975
Northern Territory,61,136.4813385,-11.799098
Northern Territory,61,136.4998169,-11.8185072
Northern Territory,61,136.4779511,-11.8466578
Northern Territory,61,136.4862518,-11.8841572
Northern Territory,61,136.4791412,-11.8987474
Northern Territory,61,136.4651489,-11.904068
Northern Territory,61,136.4608765,-11.865428
Northern Territory,61,136.4695892,-11.8536777
Northern Territory,62,135.7865906,-11.971674
Northern Territory,62,135.7736053,-11.9764042
Northern Territory,62,135.7591553,-11.9712944
Northern Territory,62,135.7418213,-11.975565
Northern Territory,62,135.7340546,-12.0019045
Northern Territory,62,135.7028351,-12.0022545
Northern Territory,62,135.6370697,-12.0178757
Northern Territory,62,135.6246643,-12.0288458
Northern Territory,62,135.6053772,-12.0329161
Northern Territory,62,135.5722046,-12.0663757
Northern Territory,62,135.554184,-12.0483961
Northern Territory,62,135.56362910000001,-12.0319748
Northern Territory,62,135.5644074,-12.0038557
Northern Territory,62,135.584198,-11.9821558
Northern Territory,62,135.5928803,-11.9524555
Northern Territory,62,135.6288757,-11.9751253
Northern Territory,62,135.6567841,-11.9649057
Northern Territory,62,135.6777344,-11.9327354
Northern Territory,62,135.6936798,-11.9392052
Northern Territory,62,135.717102,-11.9329147
Northern Territory,62,135.7338562,-11.9393845
Northern Territory,62,135.7555542,-11.9221344
Northern Territory,62,135.7605133,-11.9126549
Northern Territory,62,135.776001,-11.9126749
Northern Territory,62,135.7913971,-11.9012842
Northern Territory,62,135.8266754,-11.8639336
Northern Territory,62,135.8356628,-11.8414536
Northern Territory,62,135.8481598,-11.8487034
Northern Territory,62,135.8647919,-11.8410435
Northern Territory,62,135.8794098,-11.8110037
Northern Territory,62,135.8877869,-11.8011837
Northern Territory,62,135.8741455,-11.7906532
Northern Territory,62,135.8635101,-11.7727842
Northern Territory,62,135.8755646,-11.7561941
Northern Territory,62,135.889328,-11.7621937
Northern Territory,62,135.8999939,-11.7576838
Northern Territory,62,135.9098511,-11.7682037
Northern Territory,62,135.9255524,-11.7715035
Northern Territory,62,135.937912,-11.8025932
Northern Territory,62,135.9204712,-11.8100328
Northern Territory,62,135.9078369,-11.8235731
Northern Territory,62,135.9006958,-11.8514729
Northern Territory,62,135.8630371,-11.8734741
Northern Territory,62,135.8398132,-11.9023638
Northern Territory,62,135.828537,-11.9287939
Northern Territory,62,135.7976227,-11.9646845
Northern Territory,62,135.7865906,-11.971674
Northern Territory,63,130.6950836,-11.4668264
Northern Territory,63,130.7098389,-11.4864664
Northern Territory,63,130.7219849,-11.4701662
Northern Territory,63,130.7563934,-11.4806662
Northern Territory,63,130.7559967,-11.4911652
Northern Territory,63,130.7848511,-11.509655
Northern Territory,63,130.8123016,-11.5171642
Northern Territory,63,130.7899933,-11.4930754
Northern Territory,63,130.7662201,-11.4845657
Northern Territory,63,130.7694244,-11.4657259
Northern Territory,63,130.7556152,-11.4598761
Northern Territory,63,130.7544251,-11.4469862
Northern Territory,63,130.7387848,-11.4407873
Northern Territory,63,130.7234497,-11.4204674
Northern Territory,63,130.6979065,-11.4224482
Northern Territory,63,130.7045593,-11.3853188
Northern Territory,63,130.7243805,-11.3840885
Northern Territory,63,130.763031,-11.3755274
Northern Territory,63,130.7722778,-11.364398
Northern Territory,63,130.8051453,-11.3639278
Northern Territory,63,130.8437653,-11.3581867
Northern Territory,63,130.884964,-11.3253365
Northern Territory,63,130.8952484,-11.3093567
Northern Territory,63,130.9215546,-11.3122158
Northern Territory,63,130.9250794,-11.3175459
Northern Territory,63,130.9863129,-11.3394747
Northern Territory,63,130.9902344,-11.3545437
Northern Territory,63,131.0198517,-11.3605633
Northern Territory,63,131.031601,-11.3672934
Northern Territory,63,131.0454102,-11.3549433
Northern Territory,63,131.0511017,-11.3402338
Northern Territory,63,131.0409393,-11.3177548
Northern Territory,63,131.0658112,-11.3100939
Northern Territory,63,131.0909576,-11.2962246
Northern Territory,63,131.1115417,-11.2802944
Northern Territory,63,131.1150513,-11.2644949
Northern Territory,63,131.1263275,-11.254055
Northern Territory,63,131.1477508,-11.2498751
Northern Territory,63,131.1656342,-11.2655544
Northern Territory,63,131.1637421,-11.2780847
Northern Territory,63,131.1721497,-11.2907743
Northern Territory,63,131.1669006,-11.3102837
Northern Territory,63,131.1889801,-11.3328724
Northern Territory,63,131.1997376,-11.3118029
Northern Territory,63,131.1908874,-11.2964039
Northern Territory,63,131.2029724,-11.2842636
Northern Territory,63,131.1987763,-11.2535248
Northern Territory,63,131.2096558,-11.2295151
Northern Territory,63,131.2474823,-11.217845
Northern Territory,63,131.251831,-11.1923351
Northern Territory,63,131.2797546,-11.1917944
Northern Territory,63,131.3067474,-11.217104
Northern Territory,63,131.3159485,-11.2318335
Northern Territory,63,131.3001862,-11.2501736
Northern Territory,63,131.2962036,-11.2681131
Northern Territory,63,131.3204193,-11.2766933
Northern Territory,63,131.3288727,-11.2559538
Northern Territory,63,131.3437805,-11.2487936
Northern Territory,63,131.3577423,-11.2516727
Northern Territory,63,131.3749542,-11.2642832
Northern Territory,63,131.371994,-11.2878723
Northern Territory,63,131.3808136,-11.2982025
Northern Territory,63,131.3950806,-11.2955418
Northern Territory,63,131.4031372,-11.2827025
Northern Territory,63,131.3955383,-11.2670822
Northern Territory,63,131.4013062,-11.2583027
Northern Territory,63,131.4169769,-11.2576923
Northern Territory,63,131.4358215,-11.2659025
Northern Territory,63,131.4425964,-11.2867117
Northern Territory,63,131.4293976,-11.3018017
Northern Territory,63,131.461319,-11.3266516
Northern Territory,63,131.4551544,-11.3513613
Northern Territory,63,131.47097779999999,-11.3703909
Northern Territory,63,131.4650879,-11.3857307
Northern Territory,63,131.4810638,-11.3979807
Northern Territory,63,131.4879761,-11.3871708
Northern Territory,63,131.50354,-11.3850908
Northern Territory,63,131.5090027,-11.3944798
Northern Territory,63,131.5240021,-11.3940897
Northern Territory,63,131.5378876,-11.4149199
Northern Territory,63,131.5358887,-11.4294796
Northern Territory,63,131.5410461,-11.4588499
Northern Territory,63,131.5302582,-11.4733801
Northern Territory,63,131.5112457,-11.4655199
Northern Territory,63,131.4980621,-11.4688597
Northern Territory,63,131.4747315,-11.4922495
Northern Territory,63,131.4611206,-11.51546
Northern Territory,63,131.4550629,-11.5423193
Northern Territory,63,131.4554901,-11.5770989
Northern Territory,63,131.4688568,-11.5853891
Northern Territory,63,131.47258,-11.6025696
Northern Territory,63,131.4651032,-11.6103392
Northern Territory,63,131.4402466,-11.6059494
Northern Territory,63,131.4184876,-11.6078987
